"week","sg_uf","hosp"
29,"AC",41
29,"AL",219
29,"AM",299
29,"AP",26
29,"BA",1108
29,"CE",825
29,"DF",1040
29,"ES",242
29,"GO",1136
29,"MA",127
29,"MG",3145
29,"MS",534
29,"MT",351
29,"PA",585
29,"PB",353
29,"PE",1070
29,"PI",333
29,"PR",1952
29,"RJ",1388
29,"RN",276
29,"RO",164
29,"RR",51
29,"RS",1740
29,"SC",1230
29,"SE",219
29,"SP",9037
29,"TO",144
29,NA,2
30,"AC",51
30,"AL",219
30,"AM",248
30,"AP",39
30,"BA",1038
30,"CE",742
30,"DF",1093
30,"ES",200
30,"GO",1329
30,"MA",138
30,"MG",3078
30,"MS",535
30,"MT",387
30,"PA",561
30,"PB",374
30,"PE",1047
30,"PI",275
30,"PR",1908
30,"RJ",1345
30,"RN",237
30,"RO",190
30,"RR",32
30,"RS",1698
30,"SC",1241
30,"SE",166
30,"SP",8735
30,"TO",157
30,NA,2
31,"AC",51
31,"AL",174
31,"AM",273
31,"AP",40
31,"BA",939
31,"CE",640
31,"DF",995
31,"ES",199
31,"GO",1313
31,"MA",119
31,"MG",2801
31,"MS",607
31,"MT",348
31,"PA",529
31,"PB",376
31,"PE",964
31,"PI",221
31,"PR",1920
31,"RJ",1320
31,"RN",180
31,"RO",194
31,"RR",31
31,"RS",1681
31,"SC",992
31,"SE",133
31,"SP",8184
31,"TO",145
31,NA,1
32,"AC",47
32,"AL",152
32,"AM",201
32,"AP",35
32,"BA",819
32,"CE",576
32,"DF",805
32,"ES",173
32,"GO",1330
32,"MA",128
32,"MG",2636
32,"MS",503
32,"MT",357
32,"PA",460
32,"PB",361
32,"PE",863
32,"PI",244
32,"PR",1872
32,"RJ",1260
32,"RN",156
32,"RO",161
32,"RR",31
32,"RS",1590
32,"SC",917
32,"SE",93
32,"SP",7556
32,"TO",180
33,"AC",47
33,"AL",146
33,"AM",252
33,"AP",47
33,"BA",884
33,"CE",592
33,"DF",859
33,"ES",165
33,"GO",1455
33,"MA",124
33,"MG",2945
33,"MS",548
33,"MT",366
33,"PA",541
33,"PB",327
33,"PE",889
33,"PI",256
33,"PR",1938
33,"RJ",1347
33,"RN",157
33,"RO",183
33,"RR",17
33,"RS",1554
33,"SC",819
33,"SE",89
33,"SP",7464
33,"TO",189
33,NA,1
34,"AC",35
34,"AL",139
34,"AM",239
34,"AP",27
34,"BA",800
34,"CE",621
34,"DF",699
34,"ES",154
34,"GO",1447
34,"MA",103
34,"MG",2671
34,"MS",539
34,"MT",298
34,"PA",478
34,"PB",304
34,"PE",833
34,"PI",214
34,"PR",1625
34,"RJ",1260
34,"RN",127
34,"RO",146
34,"RR",21
34,"RS",1560
34,"SC",684
34,"SE",64
34,"SP",6606
34,"TO",162
34,NA,1
35,"AC",31
35,"AL",112
35,"AM",222
35,"AP",21
35,"BA",698
35,"CE",514
35,"DF",556
35,"ES",109
35,"GO",1114
35,"MA",74
35,"MG",2455
35,"MS",462
35,"MT",225
35,"PA",372
35,"PB",303
35,"PE",769
35,"PI",173
35,"PR",1751
35,"RJ",1248
35,"RN",125
35,"RO",111
35,"RR",17
35,"RS",1470
35,"SC",636
35,"SE",68
35,"SP",6345
35,"TO",145
35,NA,2
