"sg_uf","week","age_clas","hosp","freq"
"AC",2020-05-16,"age_80",16,0.129032258064516
"AC",2020-05-23,"age_0_19",5,0.0520833333333333
"AC",2020-05-23,"age_20_39",20,0.208333333333333
"AC",2020-05-23,"age_40_59",38,0.395833333333333
"AC",2020-05-23,"age_60_79",24,0.25
"AC",2020-05-23,"age_80",9,0.09375
"AC",2020-05-30,"age_0_19",2,0.0256410256410256
"AC",2020-05-30,"age_20_39",7,0.0897435897435897
"AC",2020-05-30,"age_40_59",18,0.230769230769231
"AC",2020-05-30,"age_60_79",41,0.525641025641026
"AC",2020-05-30,"age_80",10,0.128205128205128
"AC",2020-06-06,"age_0_19",4,0.0404040404040404
"AC",2020-06-06,"age_20_39",11,0.111111111111111
"AC",2020-06-06,"age_40_59",37,0.373737373737374
"AC",2020-06-06,"age_60_79",37,0.373737373737374
"AC",2020-06-06,"age_80",10,0.101010101010101
"AC",2020-06-13,"age_0_19",1,0.012987012987013
"AC",2020-06-13,"age_20_39",13,0.168831168831169
"AC",2020-06-13,"age_40_59",26,0.337662337662338
"AC",2020-06-13,"age_60_79",27,0.350649350649351
"AC",2020-06-13,"age_80",10,0.12987012987013
"AC",2020-06-20,"age_0_19",1,0.0138888888888889
"AC",2020-06-20,"age_20_39",14,0.194444444444444
"AC",2020-06-20,"age_40_59",27,0.375
"AC",2020-06-20,"age_60_79",22,0.305555555555556
"AC",2020-06-20,"age_80",8,0.111111111111111
"AC",2020-06-27,"age_0_19",3,0.0405405405405405
"AC",2020-06-27,"age_20_39",8,0.108108108108108
"AC",2020-06-27,"age_40_59",30,0.405405405405405
"AC",2020-06-27,"age_60_79",25,0.337837837837838
"AC",2020-06-27,"age_80",8,0.108108108108108
"AC",2020-07-04,"age_0_19",2,0.0256410256410256
"AC",2020-07-04,"age_20_39",9,0.115384615384615
"AC",2020-07-04,"age_40_59",34,0.435897435897436
"AC",2020-07-04,"age_60_79",25,0.320512820512821
"AC",2020-07-04,"age_80",8,0.102564102564103
"AC",2020-07-11,"age_0_19",2,0.0235294117647059
"AC",2020-07-11,"age_20_39",11,0.129411764705882
"AC",2020-07-11,"age_40_59",29,0.341176470588235
"AC",2020-07-11,"age_60_79",30,0.352941176470588
"AC",2020-07-11,"age_80",13,0.152941176470588
"AC",2020-07-18,"age_0_19",1,0.0196078431372549
"AC",2020-07-18,"age_20_39",6,0.117647058823529
"AC",2020-07-18,"age_40_59",25,0.490196078431373
"AC",2020-07-18,"age_60_79",13,0.254901960784314
"AC",2020-07-18,"age_80",6,0.117647058823529
"AC",2020-07-25,"age_0_19",4,0.0597014925373134
"AC",2020-07-25,"age_20_39",10,0.149253731343284
"AC",2020-07-25,"age_40_59",21,0.313432835820896
"AC",2020-07-25,"age_60_79",25,0.373134328358209
"AC",2020-07-25,"age_80",7,0.104477611940299
"AC",2020-08-01,"age_0_19",3,0.046875
"AC",2020-08-01,"age_20_39",10,0.15625
"AC",2020-08-01,"age_40_59",20,0.3125
"AC",2020-08-01,"age_60_79",22,0.34375
"AC",2020-08-01,"age_80",9,0.140625
"AC",2020-08-08,"age_0_19",4,0.0588235294117647
"AC",2020-08-08,"age_20_39",12,0.176470588235294
"AC",2020-08-08,"age_40_59",20,0.294117647058824
"AC",2020-08-08,"age_60_79",22,0.323529411764706
"AC",2020-08-08,"age_80",10,0.147058823529412
"AC",2020-08-15,"age_0_19",5,0.0892857142857143
"AC",2020-08-15,"age_20_39",11,0.196428571428571
"AC",2020-08-15,"age_40_59",18,0.321428571428571
"AC",2020-08-15,"age_60_79",17,0.303571428571429
"AC",2020-08-15,"age_80",5,0.0892857142857143
"AC",2020-08-22,"age_0_19",9,0.183673469387755
"AC",2020-08-22,"age_20_39",9,0.183673469387755
"AC",2020-08-22,"age_40_59",10,0.204081632653061
"AC",2020-08-22,"age_60_79",16,0.326530612244898
"AC",2020-08-22,"age_80",5,0.102040816326531
"AC",2020-08-29,"age_0_19",5,0.106382978723404
"AC",2020-08-29,"age_20_39",4,0.0851063829787234
"AC",2020-08-29,"age_40_59",16,0.340425531914894
"AC",2020-08-29,"age_60_79",16,0.340425531914894
"AC",2020-08-29,"age_80",6,0.127659574468085
"AC",2020-09-05,"age_0_19",4,0.0888888888888889
"AC",2020-09-05,"age_20_39",5,0.111111111111111
"AC",2020-09-05,"age_40_59",14,0.311111111111111
"AC",2020-09-05,"age_60_79",12,0.266666666666667
"AC",2020-09-05,"age_80",10,0.222222222222222
"AC",2020-09-12,"age_0_19",2,0.0625
"AC",2020-09-12,"age_20_39",5,0.15625
"AC",2020-09-12,"age_40_59",10,0.3125
"AC",2020-09-12,"age_60_79",12,0.375
"AC",2020-09-12,"age_80",3,0.09375
"AC",2020-09-19,"age_0_19",2,0.0416666666666667
"AC",2020-09-19,"age_20_39",12,0.25
"AC",2020-09-19,"age_40_59",15,0.3125
"AC",2020-09-19,"age_60_79",11,0.229166666666667
"AC",2020-09-19,"age_80",8,0.166666666666667
"AC",2020-09-26,"age_0_19",5,0.15625
"AC",2020-09-26,"age_20_39",6,0.1875
"AC",2020-09-26,"age_40_59",10,0.3125
"AC",2020-09-26,"age_60_79",9,0.28125
"AC",2020-09-26,"age_80",2,0.0625
"AC",2020-10-03,"age_0_19",3,0.0714285714285714
"AC",2020-10-03,"age_20_39",10,0.238095238095238
"AC",2020-10-03,"age_40_59",18,0.428571428571429
"AC",2020-10-03,"age_60_79",8,0.19047619047619
"AC",2020-10-03,"age_80",3,0.0714285714285714
"AC",2020-10-10,"age_20_39",11,0.239130434782609
"AC",2020-10-10,"age_40_59",18,0.391304347826087
"AC",2020-10-10,"age_60_79",16,0.347826086956522
"AC",2020-10-10,"age_80",1,0.0217391304347826
"AC",2020-10-17,"age_0_19",2,0.0487804878048781
"AC",2020-10-17,"age_20_39",8,0.195121951219512
"AC",2020-10-17,"age_40_59",14,0.341463414634146
"AC",2020-10-17,"age_60_79",16,0.390243902439024
"AC",2020-10-17,"age_80",1,0.024390243902439
"AC",2020-10-24,"age_0_19",8,0.140350877192982
"AC",2020-10-24,"age_20_39",11,0.192982456140351
"AC",2020-10-24,"age_40_59",20,0.350877192982456
"AC",2020-10-24,"age_60_79",15,0.263157894736842
"AC",2020-10-24,"age_80",3,0.0526315789473684
"AC",2020-10-31,"age_0_19",7,0.127272727272727
"AC",2020-10-31,"age_20_39",14,0.254545454545455
"AC",2020-10-31,"age_40_59",22,0.4
"AC",2020-10-31,"age_60_79",10,0.181818181818182
"AC",2020-10-31,"age_80",2,0.0363636363636364
"AC",2020-11-07,"age_0_19",8,0.1
"AC",2020-11-07,"age_20_39",21,0.2625
"AC",2020-11-07,"age_40_59",25,0.3125
"AC",2020-11-07,"age_60_79",24,0.3
"AC",2020-11-07,"age_80",2,0.025
"AC",2020-11-14,"age_0_19",9,0.142857142857143
"AC",2020-11-14,"age_20_39",10,0.158730158730159
"AC",2020-11-14,"age_40_59",22,0.349206349206349
"AC",2020-11-14,"age_60_79",19,0.301587301587302
"AC",2020-11-14,"age_80",3,0.0476190476190476
"AC",2020-11-21,"age_0_19",9,0.130434782608696
"AC",2020-11-21,"age_20_39",9,0.130434782608696
"AC",2020-11-21,"age_40_59",22,0.318840579710145
"AC",2020-11-21,"age_60_79",22,0.318840579710145
"AC",2020-11-21,"age_80",7,0.101449275362319
"AC",2020-11-28,"age_0_19",3,0.0681818181818182
"AC",2020-11-28,"age_20_39",7,0.159090909090909
"AC",2020-11-28,"age_40_59",16,0.363636363636364
"AC",2020-11-28,"age_60_79",13,0.295454545454545
"AC",2020-11-28,"age_80",5,0.113636363636364
"AC",2020-12-05,"age_0_19",9,0.15
"AC",2020-12-05,"age_20_39",12,0.2
"AC",2020-12-05,"age_40_59",20,0.333333333333333
"AC",2020-12-05,"age_60_79",13,0.216666666666667
"AC",2020-12-05,"age_80",6,0.1
"AC",2020-12-12,"age_0_19",2,0.0377358490566038
"AC",2020-12-12,"age_20_39",7,0.132075471698113
"AC",2020-12-12,"age_40_59",24,0.452830188679245
"AC",2020-12-12,"age_60_79",16,0.30188679245283
"AC",2020-12-12,"age_80",4,0.0754716981132075
"AC",2020-12-19,"age_0_19",5,0.0806451612903226
"AC",2020-12-19,"age_20_39",9,0.145161290322581
"AC",2020-12-19,"age_40_59",21,0.338709677419355
"AC",2020-12-19,"age_60_79",21,0.338709677419355
"AC",2020-12-19,"age_80",6,0.0967741935483871
"AC",2020-12-26,"age_0_19",8,0.10958904109589
"AC",2020-12-26,"age_20_39",14,0.191780821917808
"AC",2020-12-26,"age_40_59",20,0.273972602739726
"AC",2020-12-26,"age_60_79",25,0.342465753424658
"AC",2020-12-26,"age_80",6,0.0821917808219178
"AC",2021-01-02,"age_0_19",10,0.126582278481013
"AC",2021-01-02,"age_20_39",15,0.189873417721519
"AC",2021-01-02,"age_40_59",18,0.227848101265823
"AC",2021-01-02,"age_60_79",24,0.30379746835443
"AC",2021-01-02,"age_80",12,0.151898734177215
"AC",2021-01-09,"age_0_19",8,0.0851063829787234
"AC",2021-01-09,"age_20_39",15,0.159574468085106
"AC",2021-01-09,"age_40_59",39,0.414893617021277
"AC",2021-01-09,"age_60_79",27,0.287234042553192
"AC",2021-01-09,"age_80",5,0.0531914893617021
"AC",2021-01-16,"age_0_19",2,0.0185185185185185
"AC",2021-01-16,"age_20_39",19,0.175925925925926
"AC",2021-01-16,"age_40_59",41,0.37962962962963
"AC",2021-01-16,"age_60_79",36,0.333333333333333
"AC",2021-01-16,"age_80",10,0.0925925925925926
"AC",2021-01-23,"age_0_19",9,0.0687022900763359
"AC",2021-01-23,"age_20_39",22,0.16793893129771
"AC",2021-01-23,"age_40_59",46,0.351145038167939
"AC",2021-01-23,"age_60_79",40,0.305343511450382
"AC",2021-01-23,"age_80",14,0.106870229007634
"AC",2021-01-30,"age_0_19",7,0.0648148148148148
"AC",2021-01-30,"age_20_39",22,0.203703703703704
"AC",2021-01-30,"age_40_59",32,0.296296296296296
"AC",2021-01-30,"age_60_79",40,0.37037037037037
"AC",2021-01-30,"age_80",7,0.0648148148148148
"AC",2021-02-06,"age_0_19",5,0.0328947368421053
"AC",2021-02-06,"age_20_39",29,0.190789473684211
"AC",2021-02-06,"age_40_59",54,0.355263157894737
"AC",2021-02-06,"age_60_79",53,0.348684210526316
"AC",2021-02-06,"age_80",11,0.0723684210526316
"AC",2021-02-13,"age_0_19",3,0.0163934426229508
"AC",2021-02-13,"age_20_39",38,0.207650273224044
"AC",2021-02-13,"age_40_59",70,0.382513661202186
"AC",2021-02-13,"age_60_79",53,0.289617486338798
"AC",2021-02-13,"age_80",19,0.103825136612022
"AC",2021-02-20,"age_0_19",3,0.0165745856353591
"AC",2021-02-20,"age_20_39",33,0.18232044198895
"AC",2021-02-20,"age_40_59",62,0.342541436464088
"AC",2021-02-20,"age_60_79",64,0.353591160220994
"AC",2021-02-20,"age_80",19,0.104972375690608
"AC",2021-02-27,"age_0_19",6,0.0310880829015544
"AC",2021-02-27,"age_20_39",31,0.160621761658031
"AC",2021-02-27,"age_40_59",67,0.347150259067358
"AC",2021-02-27,"age_60_79",67,0.347150259067358
"AC",2021-02-27,"age_80",22,0.113989637305699
"AC",2021-03-06,"age_0_19",9,0.0391304347826087
"AC",2021-03-06,"age_20_39",43,0.18695652173913
"AC",2021-03-06,"age_40_59",70,0.304347826086957
"AC",2021-03-06,"age_60_79",92,0.4
"AC",2021-03-06,"age_80",16,0.0695652173913043
"AC",2021-03-13,"age_0_19",5,0.0227272727272727
"AC",2021-03-13,"age_20_39",35,0.159090909090909
"AC",2021-03-13,"age_40_59",81,0.368181818181818
"AC",2021-03-13,"age_60_79",78,0.354545454545455
"AC",2021-03-13,"age_80",21,0.0954545454545455
"AC",2021-03-20,"age_0_19",7,0.0443037974683544
"AC",2021-03-20,"age_20_39",26,0.164556962025316
"AC",2021-03-20,"age_40_59",60,0.379746835443038
"AC",2021-03-20,"age_60_79",56,0.354430379746835
"AC",2021-03-20,"age_80",9,0.0569620253164557
"AC",2021-03-27,"age_0_19",6,0.0410958904109589
"AC",2021-03-27,"age_20_39",23,0.157534246575342
"AC",2021-03-27,"age_40_59",55,0.376712328767123
"AC",2021-03-27,"age_60_79",46,0.315068493150685
"AC",2021-03-27,"age_80",16,0.10958904109589
"AC",2021-04-03,"age_0_19",5,0.0344827586206897
"AC",2021-04-03,"age_20_39",26,0.179310344827586
"AC",2021-04-03,"age_40_59",50,0.344827586206897
"AC",2021-04-03,"age_60_79",46,0.317241379310345
"AC",2021-04-03,"age_80",18,0.124137931034483
"AC",2021-04-10,"age_0_19",8,0.0683760683760684
"AC",2021-04-10,"age_20_39",28,0.239316239316239
"AC",2021-04-10,"age_40_59",34,0.290598290598291
"AC",2021-04-10,"age_60_79",38,0.324786324786325
"AC",2021-04-10,"age_80",9,0.0769230769230769
"AC",2021-04-17,"age_0_19",2,0.0298507462686567
"AC",2021-04-17,"age_20_39",6,0.0895522388059701
"AC",2021-04-17,"age_40_59",24,0.358208955223881
"AC",2021-04-17,"age_60_79",28,0.417910447761194
"AC",2021-04-17,"age_80",7,0.104477611940299
"AC",2021-04-24,"age_0_19",5,0.0862068965517241
"AC",2021-04-24,"age_20_39",10,0.172413793103448
"AC",2021-04-24,"age_40_59",25,0.431034482758621
"AC",2021-04-24,"age_60_79",16,0.275862068965517
"AC",2021-04-24,"age_80",2,0.0344827586206897
"AC",2021-05-01,"age_0_19",4,0.0493827160493827
"AC",2021-05-01,"age_20_39",16,0.197530864197531
"AC",2021-05-01,"age_40_59",33,0.407407407407407
"AC",2021-05-01,"age_60_79",25,0.308641975308642
"AC",2021-05-01,"age_80",3,0.037037037037037
"AC",2021-05-08,"age_0_19",7,0.0972222222222222
"AC",2021-05-08,"age_20_39",9,0.125
"AC",2021-05-08,"age_40_59",35,0.486111111111111
"AC",2021-05-08,"age_60_79",15,0.208333333333333
"AC",2021-05-08,"age_80",6,0.0833333333333333
"AC",2021-05-15,"age_0_19",6,0.0697674418604651
"AC",2021-05-15,"age_20_39",24,0.27906976744186
"AC",2021-05-15,"age_40_59",37,0.430232558139535
"AC",2021-05-15,"age_60_79",16,0.186046511627907
"AC",2021-05-15,"age_80",3,0.0348837209302326
"AC",2021-05-22,"age_0_19",6,0.113207547169811
"AC",2021-05-22,"age_20_39",13,0.245283018867925
"AC",2021-05-22,"age_40_59",24,0.452830188679245
"AC",2021-05-22,"age_60_79",5,0.0943396226415094
"AC",2021-05-22,"age_80",5,0.0943396226415094
"AC",2021-05-29,"age_0_19",4,0.0597014925373134
"AC",2021-05-29,"age_20_39",16,0.238805970149254
"AC",2021-05-29,"age_40_59",27,0.402985074626866
"AC",2021-05-29,"age_60_79",16,0.238805970149254
"AC",2021-05-29,"age_80",4,0.0597014925373134
"AC",2021-06-05,"age_0_19",3,0.0483870967741935
"AC",2021-06-05,"age_20_39",17,0.274193548387097
"AC",2021-06-05,"age_40_59",28,0.451612903225806
"AC",2021-06-05,"age_60_79",10,0.161290322580645
"AC",2021-06-05,"age_80",4,0.0645161290322581
"AC",2021-06-12,"age_0_19",4,0.0909090909090909
"AC",2021-06-12,"age_20_39",9,0.204545454545455
"AC",2021-06-12,"age_40_59",18,0.409090909090909
"AC",2021-06-12,"age_60_79",11,0.25
"AC",2021-06-12,"age_80",2,0.0454545454545455
"AC",2021-06-19,"age_0_19",2,0.0540540540540541
"AC",2021-06-19,"age_20_39",9,0.243243243243243
"AC",2021-06-19,"age_40_59",16,0.432432432432432
"AC",2021-06-19,"age_60_79",8,0.216216216216216
"AC",2021-06-19,"age_80",2,0.0540540540540541
"AC",2021-06-26,"age_0_19",2,0.0571428571428571
"AC",2021-06-26,"age_20_39",8,0.228571428571429
"AC",2021-06-26,"age_40_59",10,0.285714285714286
"AC",2021-06-26,"age_60_79",9,0.257142857142857
"AC",2021-06-26,"age_80",6,0.171428571428571
"AC",2021-07-03,"age_20_39",7,0.225806451612903
"AC",2021-07-03,"age_40_59",9,0.290322580645161
"AC",2021-07-03,"age_60_79",10,0.32258064516129
"AC",2021-07-03,"age_80",5,0.161290322580645
"AC",2021-07-10,"age_0_19",3,0.0810810810810811
"AC",2021-07-10,"age_20_39",6,0.162162162162162
"AC",2021-07-10,"age_40_59",13,0.351351351351351
"AC",2021-07-10,"age_60_79",9,0.243243243243243
"AC",2021-07-10,"age_80",6,0.162162162162162
"AC",2021-07-17,"age_0_19",5,0.2
"AC",2021-07-17,"age_20_39",6,0.24
"AC",2021-07-17,"age_40_59",6,0.24
"AC",2021-07-17,"age_60_79",8,0.32
"AC",2021-07-24,"age_0_19",5,0.138888888888889
"AC",2021-07-24,"age_20_39",8,0.222222222222222
"AC",2021-07-24,"age_40_59",8,0.222222222222222
"AC",2021-07-24,"age_60_79",11,0.305555555555556
"AC",2021-07-24,"age_80",4,0.111111111111111
"AC",2021-07-31,"age_0_19",5,0.277777777777778
"AC",2021-07-31,"age_20_39",2,0.111111111111111
"AC",2021-07-31,"age_40_59",2,0.111111111111111
"AC",2021-07-31,"age_60_79",7,0.388888888888889
"AC",2021-07-31,"age_80",2,0.111111111111111
"AL",2020-01-11,"age_0_19",1,0.5
"AL",2020-01-11,"age_20_39",1,0.5
"AL",2020-01-18,"age_20_39",1,0.5
"AL",2020-01-18,"age_40_59",1,0.5
"AL",2020-02-01,"age_40_59",2,0.666666666666667
"AL",2020-02-01,"age_60_79",1,0.333333333333333
"AL",2020-02-08,"age_0_19",1,0.333333333333333
"AL",2020-02-08,"age_40_59",1,0.333333333333333
"AL",2020-02-08,"age_80",1,0.333333333333333
"AL",2020-02-15,"age_0_19",1,0.333333333333333
"AL",2020-02-15,"age_60_79",1,0.333333333333333
"AL",2020-02-15,"age_80",1,0.333333333333333
"AL",2020-02-22,"age_20_39",1,0.2
"AL",2020-02-22,"age_40_59",2,0.4
"AL",2020-02-22,"age_60_79",1,0.2
"AL",2020-02-22,"age_80",1,0.2
"AL",2020-02-29,"age_0_19",1,1
"AL",2020-03-07,"age_0_19",1,0.25
"AL",2020-03-07,"age_20_39",1,0.25
"AL",2020-03-07,"age_40_59",1,0.25
"AL",2020-03-07,"age_60_79",1,0.25
"AL",2020-03-14,"age_0_19",2,0.181818181818182
"AL",2020-03-14,"age_20_39",2,0.181818181818182
"AL",2020-03-14,"age_40_59",4,0.363636363636364
"AL",2020-03-14,"age_60_79",2,0.181818181818182
"AL",2020-03-14,"age_80",1,0.0909090909090909
"AL",2020-03-21,"age_0_19",6,0.171428571428571
"AL",2020-03-21,"age_20_39",8,0.228571428571429
"AL",2020-03-21,"age_40_59",14,0.4
"AL",2020-03-21,"age_60_79",5,0.142857142857143
"AL",2020-03-21,"age_80",2,0.0571428571428571
"AL",2020-03-28,"age_0_19",6,0.2
"AL",2020-03-28,"age_20_39",4,0.133333333333333
"AL",2020-03-28,"age_40_59",7,0.233333333333333
"AL",2020-03-28,"age_60_79",9,0.3
"AL",2020-03-28,"age_80",4,0.133333333333333
"AL",2020-04-04,"age_0_19",3,0.0652173913043478
"AL",2020-04-04,"age_20_39",5,0.108695652173913
"AL",2020-04-04,"age_40_59",15,0.326086956521739
"AL",2020-04-04,"age_60_79",13,0.282608695652174
"AL",2020-04-04,"age_80",10,0.217391304347826
"AL",2020-04-11,"age_0_19",8,0.0860215053763441
"AL",2020-04-11,"age_20_39",8,0.0860215053763441
"AL",2020-04-11,"age_40_59",31,0.333333333333333
"AL",2020-04-11,"age_60_79",28,0.301075268817204
"AL",2020-04-11,"age_80",18,0.193548387096774
"AL",2020-04-18,"age_0_19",6,0.036144578313253
"AL",2020-04-18,"age_20_39",21,0.126506024096386
"AL",2020-04-18,"age_40_59",64,0.385542168674699
"AL",2020-04-18,"age_60_79",55,0.331325301204819
"AL",2020-04-18,"age_80",20,0.120481927710843
"AL",2020-04-25,"age_0_19",11,0.0401459854014599
"AL",2020-04-25,"age_20_39",44,0.160583941605839
"AL",2020-04-25,"age_40_59",96,0.35036496350365
"AL",2020-04-25,"age_60_79",89,0.324817518248175
"AL",2020-04-25,"age_80",34,0.124087591240876
"AL",2020-05-02,"age_0_19",13,0.0316301703163017
"AL",2020-05-02,"age_20_39",49,0.119221411192214
"AL",2020-05-02,"age_40_59",134,0.326034063260341
"AL",2020-05-02,"age_60_79",161,0.391727493917275
"AL",2020-05-02,"age_80",54,0.131386861313869
"AL",2020-05-09,"age_0_19",10,0.0182481751824818
"AL",2020-05-09,"age_20_39",62,0.113138686131387
"AL",2020-05-09,"age_40_59",176,0.321167883211679
"AL",2020-05-09,"age_60_79",225,0.410583941605839
"AL",2020-05-09,"age_80",75,0.136861313868613
"AL",2020-05-16,"age_0_19",24,0.0365296803652968
"AL",2020-05-16,"age_20_39",70,0.106544901065449
"AL",2020-05-16,"age_40_59",189,0.287671232876712
"AL",2020-05-16,"age_60_79",287,0.436834094368341
"AL",2020-05-16,"age_80",87,0.132420091324201
"AL",2020-05-23,"age_0_19",8,0.0133111480865225
"AL",2020-05-23,"age_20_39",53,0.0881863560732113
"AL",2020-05-23,"age_40_59",194,0.32279534109817
"AL",2020-05-23,"age_60_79",259,0.430948419301165
"AL",2020-05-23,"age_80",87,0.144758735440932
"AL",2020-05-30,"age_0_19",14,0.0265654648956357
"AL",2020-05-30,"age_20_39",56,0.106261859582543
"AL",2020-05-30,"age_40_59",164,0.311195445920304
"AL",2020-05-30,"age_60_79",223,0.42314990512334
"AL",2020-05-30,"age_80",70,0.132827324478178
"AL",2020-06-06,"age_0_19",24,0.0423280423280423
"AL",2020-06-06,"age_20_39",50,0.0881834215167548
"AL",2020-06-06,"age_40_59",163,0.287477954144621
"AL",2020-06-06,"age_60_79",255,0.44973544973545
"AL",2020-06-06,"age_80",75,0.132275132275132
"AL",2020-06-13,"age_0_19",14,0.0285132382892057
"AL",2020-06-13,"age_20_39",44,0.0896130346232179
"AL",2020-06-13,"age_40_59",153,0.311608961303462
"AL",2020-06-13,"age_60_79",222,0.45213849287169
"AL",2020-06-13,"age_80",58,0.118126272912424
"AL",2020-06-20,"age_0_19",23,0.0484210526315789
"AL",2020-06-20,"age_20_39",43,0.0905263157894737
"AL",2020-06-20,"age_40_59",138,0.290526315789474
"AL",2020-06-20,"age_60_79",203,0.427368421052632
"AL",2020-06-20,"age_80",68,0.143157894736842
"AL",2020-06-27,"age_0_19",20,0.0606060606060606
"AL",2020-06-27,"age_20_39",47,0.142424242424242
"AL",2020-06-27,"age_40_59",87,0.263636363636364
"AL",2020-06-27,"age_60_79",128,0.387878787878788
"AL",2020-06-27,"age_80",48,0.145454545454545
"AL",2020-07-04,"age_0_19",44,0.111111111111111
"AL",2020-07-04,"age_20_39",37,0.0934343434343434
"AL",2020-07-04,"age_40_59",111,0.28030303030303
"AL",2020-07-04,"age_60_79",152,0.383838383838384
"AL",2020-07-04,"age_80",52,0.131313131313131
"AL",2020-07-11,"age_0_19",40,0.119047619047619
"AL",2020-07-11,"age_20_39",36,0.107142857142857
"AL",2020-07-11,"age_40_59",86,0.255952380952381
"AL",2020-07-11,"age_60_79",126,0.375
"AL",2020-07-11,"age_80",48,0.142857142857143
"AL",2020-07-18,"age_0_19",53,0.182758620689655
"AL",2020-07-18,"age_20_39",26,0.0896551724137931
"AL",2020-07-18,"age_40_59",63,0.217241379310345
"AL",2020-07-18,"age_60_79",103,0.355172413793103
"AL",2020-07-18,"age_80",45,0.155172413793103
"AL",2020-07-25,"age_0_19",49,0.186311787072243
"AL",2020-07-25,"age_20_39",29,0.110266159695817
"AL",2020-07-25,"age_40_59",56,0.212927756653992
"AL",2020-07-25,"age_60_79",90,0.342205323193916
"AL",2020-07-25,"age_80",39,0.14828897338403
"AL",2020-08-01,"age_0_19",38,0.169642857142857
"AL",2020-08-01,"age_20_39",30,0.133928571428571
"AL",2020-08-01,"age_40_59",55,0.245535714285714
"AL",2020-08-01,"age_60_79",74,0.330357142857143
"AL",2020-08-01,"age_80",27,0.120535714285714
