"sg_uf","week","age_clas","hosp","freq"
"AC","2020-10-31","age_0_19",1,0.0303030303030303
"AC","2020-10-31","age_20_39",8,0.242424242424242
"AC","2020-10-31","age_40_59",15,0.454545454545455
"AC","2020-10-31","age_60_75",6,0.181818181818182
"AC","2020-10-31","age_75",3,0.0909090909090909
"AC","2020-11-07","age_20_39",12,0.24
"AC","2020-11-07","age_40_59",19,0.38
"AC","2020-11-07","age_60_75",14,0.28
"AC","2020-11-07","age_75",5,0.1
"AC","2020-11-14","age_0_19",1,0.0232558139534884
"AC","2020-11-14","age_20_39",8,0.186046511627907
"AC","2020-11-14","age_40_59",20,0.465116279069767
"AC","2020-11-14","age_60_75",12,0.27906976744186
"AC","2020-11-14","age_75",2,0.0465116279069767
"AC","2020-11-21","age_0_19",1,0.0222222222222222
"AC","2020-11-21","age_20_39",7,0.155555555555556
"AC","2020-11-21","age_40_59",18,0.4
"AC","2020-11-21","age_60_75",9,0.2
"AC","2020-11-21","age_75",10,0.222222222222222
"AC","2020-11-28","age_0_19",1,0.0333333333333333
"AC","2020-11-28","age_20_39",4,0.133333333333333
"AC","2020-11-28","age_40_59",12,0.4
"AC","2020-11-28","age_60_75",10,0.333333333333333
"AC","2020-11-28","age_75",3,0.1
"AC","2020-12-05","age_0_19",1,0.0263157894736842
"AC","2020-12-05","age_20_39",8,0.210526315789474
"AC","2020-12-05","age_40_59",16,0.421052631578947
"AC","2020-12-05","age_60_75",8,0.210526315789474
"AC","2020-12-05","age_75",5,0.131578947368421
"AC","2020-12-12","age_20_39",3,0.0769230769230769
"AC","2020-12-12","age_40_59",21,0.538461538461538
"AC","2020-12-12","age_60_75",10,0.256410256410256
"AC","2020-12-12","age_75",5,0.128205128205128
"AC","2020-12-19","age_0_19",1,0.024390243902439
"AC","2020-12-19","age_20_39",5,0.121951219512195
"AC","2020-12-19","age_40_59",14,0.341463414634146
"AC","2020-12-19","age_60_75",13,0.317073170731707
"AC","2020-12-19","age_75",8,0.195121951219512
"AC","2020-12-26","age_20_39",9,0.214285714285714
"AC","2020-12-26","age_40_59",10,0.238095238095238
"AC","2020-12-26","age_60_75",16,0.380952380952381
"AC","2020-12-26","age_75",7,0.166666666666667
"AC","2021-01-02","age_0_19",1,0.0208333333333333
"AC","2021-01-02","age_20_39",8,0.166666666666667
"AC","2021-01-02","age_40_59",15,0.3125
"AC","2021-01-02","age_60_75",14,0.291666666666667
"AC","2021-01-02","age_75",10,0.208333333333333
"AC","2021-01-09","age_20_39",6,0.101694915254237
"AC","2021-01-09","age_40_59",32,0.542372881355932
"AC","2021-01-09","age_60_75",15,0.254237288135593
"AC","2021-01-09","age_75",6,0.101694915254237
"AC","2021-01-16","age_20_39",13,0.171052631578947
"AC","2021-01-16","age_40_59",28,0.368421052631579
"AC","2021-01-16","age_60_75",22,0.289473684210526
"AC","2021-01-16","age_75",13,0.171052631578947
"AC","2021-01-23","age_0_19",1,0.010752688172043
"AC","2021-01-23","age_20_39",14,0.150537634408602
"AC","2021-01-23","age_40_59",36,0.387096774193548
"AC","2021-01-23","age_60_75",26,0.279569892473118
"AC","2021-01-23","age_75",16,0.172043010752688
"AC","2021-01-30","age_0_19",1,0.0128205128205128
"AC","2021-01-30","age_20_39",13,0.166666666666667
"AC","2021-01-30","age_40_59",27,0.346153846153846
"AC","2021-01-30","age_60_75",27,0.346153846153846
"AC","2021-01-30","age_75",10,0.128205128205128
"AC","2021-02-06","age_20_39",23,0.178294573643411
"AC","2021-02-06","age_40_59",49,0.37984496124031
"AC","2021-02-06","age_60_75",39,0.302325581395349
"AC","2021-02-06","age_75",18,0.13953488372093
"AC","2021-02-13","age_20_39",31,0.201298701298701
"AC","2021-02-13","age_40_59",64,0.415584415584416
"AC","2021-02-13","age_60_75",34,0.220779220779221
"AC","2021-02-13","age_75",25,0.162337662337662
"AC","2021-02-20","age_20_39",28,0.189189189189189
"AC","2021-02-20","age_40_59",55,0.371621621621622
"AC","2021-02-20","age_60_75",38,0.256756756756757
"AC","2021-02-20","age_75",27,0.182432432432432
"AC","2021-02-27","age_0_19",5,0.029585798816568
"AC","2021-02-27","age_20_39",27,0.159763313609467
"AC","2021-02-27","age_40_59",63,0.372781065088757
"AC","2021-02-27","age_60_75",46,0.272189349112426
"AC","2021-02-27","age_75",28,0.165680473372781
"AC","2021-03-06","age_0_19",5,0.027027027027027
"AC","2021-03-06","age_20_39",33,0.178378378378378
"AC","2021-03-06","age_40_59",61,0.32972972972973
"AC","2021-03-06","age_60_75",60,0.324324324324324
"AC","2021-03-06","age_75",26,0.140540540540541
"AC","2021-03-13","age_0_19",1,0.00537634408602151
"AC","2021-03-13","age_20_39",29,0.155913978494624
"AC","2021-03-13","age_40_59",69,0.370967741935484
"AC","2021-03-13","age_60_75",56,0.301075268817204
"AC","2021-03-13","age_75",31,0.166666666666667
"AC","2021-03-20","age_20_39",19,0.147286821705426
"AC","2021-03-20","age_40_59",50,0.387596899224806
"AC","2021-03-20","age_60_75",43,0.333333333333333
"AC","2021-03-20","age_75",17,0.131782945736434
"AC","2021-03-27","age_0_19",2,0.0166666666666667
"AC","2021-03-27","age_20_39",20,0.166666666666667
"AC","2021-03-27","age_40_59",45,0.375
"AC","2021-03-27","age_60_75",38,0.316666666666667
"AC","2021-03-27","age_75",15,0.125
"AC","2021-04-03","age_0_19",2,0.0170940170940171
"AC","2021-04-03","age_20_39",23,0.196581196581197
"AC","2021-04-03","age_40_59",42,0.358974358974359
"AC","2021-04-03","age_60_75",33,0.282051282051282
"AC","2021-04-03","age_75",17,0.145299145299145
"AC","2021-04-10","age_0_19",4,0.0434782608695652
"AC","2021-04-10","age_20_39",24,0.260869565217391
"AC","2021-04-10","age_40_59",28,0.304347826086957
"AC","2021-04-10","age_60_75",26,0.282608695652174
"AC","2021-04-10","age_75",10,0.108695652173913
"AC","2021-04-17","age_0_19",1,0.0178571428571429
"AC","2021-04-17","age_20_39",3,0.0535714285714286
"AC","2021-04-17","age_40_59",21,0.375
"AC","2021-04-17","age_60_75",21,0.375
"AC","2021-04-17","age_75",10,0.178571428571429
"AC","2021-04-24","age_20_39",7,0.179487179487179
"AC","2021-04-24","age_40_59",20,0.512820512820513
"AC","2021-04-24","age_60_75",11,0.282051282051282
"AC","2021-04-24","age_75",1,0.0256410256410256
"AC","2021-05-01","age_20_39",11,0.180327868852459
"AC","2021-05-01","age_40_59",29,0.475409836065574
"AC","2021-05-01","age_60_75",16,0.262295081967213
"AC","2021-05-01","age_75",5,0.0819672131147541
"AC","2021-05-08","age_0_19",2,0.0434782608695652
"AC","2021-05-08","age_20_39",5,0.108695652173913
"AC","2021-05-08","age_40_59",27,0.58695652173913
"AC","2021-05-08","age_60_75",7,0.152173913043478
"AC","2021-05-08","age_75",5,0.108695652173913
"AC","2021-05-15","age_20_39",21,0.318181818181818
"AC","2021-05-15","age_40_59",32,0.484848484848485
"AC","2021-05-15","age_60_75",11,0.166666666666667
"AC","2021-05-15","age_75",2,0.0303030303030303
"AC","2021-05-22","age_20_39",10,0.27027027027027
"AC","2021-05-22","age_40_59",21,0.567567567567568
"AC","2021-05-22","age_60_75",4,0.108108108108108
"AC","2021-05-22","age_75",2,0.0540540540540541
"AC","2021-05-29","age_20_39",13,0.276595744680851
"AC","2021-05-29","age_40_59",23,0.48936170212766
"AC","2021-05-29","age_60_75",7,0.148936170212766
"AC","2021-05-29","age_75",4,0.0851063829787234
"AL","2020-02-22","age_40_59",2,0.666666666666667
"AL","2020-02-22","age_60_75",1,0.333333333333333
"AL","2020-03-07","age_40_59",1,0.5
"AL","2020-03-07","age_60_75",1,0.5
"AL","2020-03-14","age_20_39",1,0.25
"AL","2020-03-14","age_40_59",2,0.5
"AL","2020-03-14","age_75",1,0.25
"AL","2020-03-21","age_20_39",1,0.142857142857143
"AL","2020-03-21","age_40_59",4,0.571428571428571
"AL","2020-03-21","age_60_75",1,0.142857142857143
"AL","2020-03-21","age_75",1,0.142857142857143
"AL","2020-03-28","age_40_59",1,0.166666666666667
"AL","2020-03-28","age_60_75",1,0.166666666666667
"AL","2020-03-28","age_75",4,0.666666666666667
"AL","2020-04-04","age_0_19",1,0.0526315789473684
"AL","2020-04-04","age_20_39",4,0.210526315789474
"AL","2020-04-04","age_40_59",4,0.210526315789474
"AL","2020-04-04","age_60_75",5,0.263157894736842
"AL","2020-04-04","age_75",5,0.263157894736842
"AL","2020-04-11","age_20_39",3,0.0714285714285714
"AL","2020-04-11","age_40_59",17,0.404761904761905
"AL","2020-04-11","age_60_75",7,0.166666666666667
"AL","2020-04-11","age_75",15,0.357142857142857
"AL","2020-04-18","age_0_19",1,0.00826446280991736
"AL","2020-04-18","age_20_39",16,0.132231404958678
"AL","2020-04-18","age_40_59",47,0.388429752066116
"AL","2020-04-18","age_60_75",37,0.305785123966942
"AL","2020-04-18","age_75",20,0.165289256198347
"AL","2020-04-25","age_0_19",3,0.0140845070422535
"AL","2020-04-25","age_20_39",36,0.169014084507042
"AL","2020-04-25","age_40_59",72,0.338028169014085
"AL","2020-04-25","age_60_75",59,0.276995305164319
"AL","2020-04-25","age_75",43,0.2018779342723
"AL","2020-05-02","age_0_19",6,0.0182370820668693
"AL","2020-05-02","age_20_39",35,0.106382978723404
"AL","2020-05-02","age_40_59",112,0.340425531914894
"AL","2020-05-02","age_60_75",103,0.31306990881459
"AL","2020-05-02","age_75",73,0.221884498480243
"AL","2020-05-09","age_0_19",5,0.0113122171945701
"AL","2020-05-09","age_20_39",49,0.110859728506787
"AL","2020-05-09","age_40_59",141,0.319004524886878
"AL","2020-05-09","age_60_75",151,0.341628959276018
"AL","2020-05-09","age_75",96,0.217194570135747
"AL","2020-05-16","age_0_19",10,0.0194552529182879
"AL","2020-05-16","age_20_39",52,0.101167315175097
"AL","2020-05-16","age_40_59",154,0.299610894941634
"AL","2020-05-16","age_60_75",186,0.361867704280156
"AL","2020-05-16","age_75",112,0.217898832684825
"AL","2020-05-23","age_0_19",6,0.0125786163522013
"AL","2020-05-23","age_20_39",42,0.0880503144654088
"AL","2020-05-23","age_40_59",158,0.331236897274633
"AL","2020-05-23","age_60_75",154,0.322851153039832
"AL","2020-05-23","age_75",117,0.245283018867925
"AL","2020-05-30","age_0_19",9,0.0215827338129496
"AL","2020-05-30","age_20_39",45,0.107913669064748
"AL","2020-05-30","age_40_59",126,0.302158273381295
"AL","2020-05-30","age_60_75",143,0.342925659472422
"AL","2020-05-30","age_75",94,0.225419664268585
"AL","2020-06-06","age_0_19",10,0.0232558139534884
"AL","2020-06-06","age_20_39",36,0.0837209302325581
"AL","2020-06-06","age_40_59",132,0.306976744186047
"AL","2020-06-06","age_60_75",154,0.358139534883721
"AL","2020-06-06","age_75",98,0.227906976744186
"AL","2020-06-13","age_0_19",8,0.023121387283237
"AL","2020-06-13","age_20_39",23,0.0664739884393064
"AL","2020-06-13","age_40_59",102,0.294797687861272
"AL","2020-06-13","age_60_75",129,0.372832369942197
"AL","2020-06-13","age_75",84,0.242774566473988
"AL","2020-06-20","age_0_19",10,0.029940119760479
"AL","2020-06-20","age_20_39",30,0.0898203592814371
"AL","2020-06-20","age_40_59",97,0.290419161676647
"AL","2020-06-20","age_60_75",113,0.338323353293413
"AL","2020-06-20","age_75",84,0.251497005988024
"AL","2020-06-27","age_0_19",3,0.015625
"AL","2020-06-27","age_20_39",23,0.119791666666667
"AL","2020-06-27","age_40_59",47,0.244791666666667
"AL","2020-06-27","age_60_75",67,0.348958333333333
"AL","2020-06-27","age_75",52,0.270833333333333
"AL","2020-07-04","age_0_19",5,0.0221238938053097
"AL","2020-07-04","age_20_39",17,0.0752212389380531
"AL","2020-07-04","age_40_59",74,0.327433628318584
"AL","2020-07-04","age_60_75",74,0.327433628318584
"AL","2020-07-04","age_75",56,0.247787610619469
"AL","2020-07-11","age_0_19",8,0.0423280423280423
"AL","2020-07-11","age_20_39",19,0.100529100529101
"AL","2020-07-11","age_40_59",54,0.285714285714286
"AL","2020-07-11","age_60_75",59,0.312169312169312
"AL","2020-07-11","age_75",49,0.259259259259259
"AL","2020-07-18","age_0_19",8,0.0606060606060606
"AL","2020-07-18","age_20_39",13,0.0984848484848485
"AL","2020-07-18","age_40_59",31,0.234848484848485
"AL","2020-07-18","age_60_75",40,0.303030303030303
"AL","2020-07-18","age_75",40,0.303030303030303
"AL","2020-07-25","age_0_19",7,0.0510948905109489
"AL","2020-07-25","age_20_39",16,0.116788321167883
"AL","2020-07-25","age_40_59",33,0.240875912408759
"AL","2020-07-25","age_60_75",43,0.313868613138686
"AL","2020-07-25","age_75",38,0.277372262773723
"AL","2020-08-01","age_0_19",4,0.0449438202247191
"AL","2020-08-01","age_20_39",14,0.157303370786517
"AL","2020-08-01","age_40_59",24,0.269662921348315
"AL","2020-08-01","age_60_75",24,0.269662921348315
"AL","2020-08-01","age_75",23,0.258426966292135
"AL","2020-08-08","age_0_19",3,0.0357142857142857
"AL","2020-08-08","age_20_39",7,0.0833333333333333
"AL","2020-08-08","age_40_59",21,0.25
"AL","2020-08-08","age_60_75",30,0.357142857142857
"AL","2020-08-08","age_75",23,0.273809523809524
"AL","2020-08-15","age_0_19",8,0.114285714285714
"AL","2020-08-15","age_20_39",4,0.0571428571428571
"AL","2020-08-15","age_40_59",20,0.285714285714286
"AL","2020-08-15","age_60_75",19,0.271428571428571
"AL","2020-08-15","age_75",19,0.271428571428571
"AL","2020-08-22","age_0_19",4,0.0547945205479452
"AL","2020-08-22","age_20_39",7,0.0958904109589041
"AL","2020-08-22","age_40_59",23,0.315068493150685
"AL","2020-08-22","age_60_75",19,0.26027397260274
"AL","2020-08-22","age_75",20,0.273972602739726
"AL","2020-08-29","age_0_19",7,0.112903225806452
"AL","2020-08-29","age_20_39",11,0.17741935483871
"AL","2020-08-29","age_40_59",10,0.161290322580645
"AL","2020-08-29","age_60_75",18,0.290322580645161
"AL","2020-08-29","age_75",16,0.258064516129032
"AL","2020-09-05","age_0_19",6,0.1
"AL","2020-09-05","age_20_39",3,0.05
"AL","2020-09-05","age_40_59",19,0.316666666666667
"AL","2020-09-05","age_60_75",20,0.333333333333333
"AL","2020-09-05","age_75",12,0.2
"AL","2020-09-12","age_0_19",1,0.0208333333333333
"AL","2020-09-12","age_20_39",5,0.104166666666667
"AL","2020-09-12","age_40_59",12,0.25
"AL","2020-09-12","age_60_75",23,0.479166666666667
"AL","2020-09-12","age_75",7,0.145833333333333
"AL","2020-09-19","age_0_19",3,0.05
"AL","2020-09-19","age_20_39",8,0.133333333333333
"AL","2020-09-19","age_40_59",14,0.233333333333333
"AL","2020-09-19","age_60_75",17,0.283333333333333
"AL","2020-09-19","age_75",18,0.3
"AL","2020-09-26","age_0_19",2,0.0434782608695652
"AL","2020-09-26","age_20_39",5,0.108695652173913
"AL","2020-09-26","age_40_59",15,0.326086956521739
"AL","2020-09-26","age_60_75",11,0.239130434782609
"AL","2020-09-26","age_75",13,0.282608695652174
"AL","2020-10-03","age_0_19",2,0.05
"AL","2020-10-03","age_20_39",7,0.175
"AL","2020-10-03","age_40_59",15,0.375
"AL","2020-10-03","age_60_75",5,0.125
"AL","2020-10-03","age_75",11,0.275
"AL","2020-10-10","age_0_19",1,0.0185185185185185
"AL","2020-10-10","age_20_39",7,0.12962962962963
"AL","2020-10-10","age_40_59",21,0.388888888888889
"AL","2020-10-10","age_60_75",13,0.240740740740741
"AL","2020-10-10","age_75",12,0.222222222222222
"AL","2020-10-17","age_0_19",6,0.125
"AL","2020-10-17","age_20_39",6,0.125
"AL","2020-10-17","age_40_59",10,0.208333333333333
"AL","2020-10-17","age_60_75",11,0.229166666666667
"AL","2020-10-17","age_75",15,0.3125
"AL","2020-10-24","age_0_19",1,0.0163934426229508
"AL","2020-10-24","age_20_39",7,0.114754098360656
"AL","2020-10-24","age_40_59",24,0.39344262295082
"AL","2020-10-24","age_60_75",16,0.262295081967213
"AL","2020-10-24","age_75",13,0.213114754098361
"AL","2020-10-31","age_0_19",3,0.0833333333333333
"AL","2020-10-31","age_20_39",5,0.138888888888889
"AL","2020-10-31","age_40_59",8,0.222222222222222
"AL","2020-10-31","age_60_75",10,0.277777777777778
"AL","2020-10-31","age_75",10,0.277777777777778
"AL","2020-11-07","age_0_19",6,0.105263157894737
"AL","2020-11-07","age_20_39",7,0.12280701754386
"AL","2020-11-07","age_40_59",14,0.245614035087719
"AL","2020-11-07","age_60_75",16,0.280701754385965
"AL","2020-11-07","age_75",14,0.245614035087719
"AL","2020-11-14","age_0_19",7,0.0886075949367089
"AL","2020-11-14","age_20_39",11,0.139240506329114
"AL","2020-11-14","age_40_59",25,0.316455696202532
"AL","2020-11-14","age_60_75",18,0.227848101265823
"AL","2020-11-14","age_75",18,0.227848101265823
"AL","2020-11-21","age_0_19",8,0.0567375886524823
"AL","2020-11-21","age_20_39",25,0.177304964539007
"AL","2020-11-21","age_40_59",45,0.319148936170213
"AL","2020-11-21","age_60_75",45,0.319148936170213
"AL","2020-11-21","age_75",18,0.127659574468085
"AL","2020-11-28","age_0_19",8,0.0579710144927536
"AL","2020-11-28","age_20_39",16,0.115942028985507
"AL","2020-11-28","age_40_59",48,0.347826086956522
"AL","2020-11-28","age_60_75",44,0.318840579710145
"AL","2020-11-28","age_75",22,0.159420289855072
"AL","2020-12-05","age_0_19",9,0.0511363636363636
"AL","2020-12-05","age_20_39",22,0.125
"AL","2020-12-05","age_40_59",69,0.392045454545455
"AL","2020-12-05","age_60_75",55,0.3125
"AL","2020-12-05","age_75",21,0.119318181818182
"AL","2020-12-12","age_0_19",5,0.0292397660818713
"AL","2020-12-12","age_20_39",19,0.111111111111111
"AL","2020-12-12","age_40_59",46,0.269005847953216
"AL","2020-12-12","age_60_75",57,0.333333333333333
"AL","2020-12-12","age_75",44,0.257309941520468
"AL","2020-12-19","age_0_19",12,0.0638297872340425
"AL","2020-12-19","age_20_39",18,0.0957446808510638
"AL","2020-12-19","age_40_59",54,0.287234042553192
"AL","2020-12-19","age_60_75",55,0.292553191489362
"AL","2020-12-19","age_75",49,0.26063829787234
"AL","2020-12-26","age_0_19",9,0.0434782608695652
"AL","2020-12-26","age_20_39",24,0.115942028985507
"AL","2020-12-26","age_40_59",69,0.333333333333333
"AL","2020-12-26","age_60_75",63,0.304347826086957
"AL","2020-12-26","age_75",42,0.202898550724638
"AL","2021-01-02","age_0_19",6,0.0273972602739726
"AL","2021-01-02","age_20_39",23,0.105022831050228
"AL","2021-01-02","age_40_59",67,0.305936073059361
"AL","2021-01-02","age_60_75",72,0.328767123287671
"AL","2021-01-02","age_75",51,0.232876712328767
"AL","2021-01-09","age_0_19",10,0.04149377593361
"AL","2021-01-09","age_20_39",22,0.0912863070539419
"AL","2021-01-09","age_40_59",71,0.294605809128631
"AL","2021-01-09","age_60_75",84,0.348547717842324
"AL","2021-01-09","age_75",54,0.224066390041494
"AL","2021-01-16","age_0_19",8,0.0368663594470046
"AL","2021-01-16","age_20_39",24,0.110599078341014
"AL","2021-01-16","age_40_59",58,0.267281105990783
"AL","2021-01-16","age_60_75",85,0.391705069124424
"AL","2021-01-16","age_75",42,0.193548387096774
"AL","2021-01-23","age_0_19",8,0.043010752688172
"AL","2021-01-23","age_20_39",19,0.102150537634409
"AL","2021-01-23","age_40_59",57,0.306451612903226
"AL","2021-01-23","age_60_75",60,0.32258064516129
"AL","2021-01-23","age_75",42,0.225806451612903
"AL","2021-01-30","age_0_19",11,0.0569948186528497
"AL","2021-01-30","age_20_39",21,0.10880829015544
"AL","2021-01-30","age_40_59",65,0.336787564766839
"AL","2021-01-30","age_60_75",55,0.284974093264249
"AL","2021-01-30","age_75",41,0.212435233160622
"AL","2021-02-06","age_0_19",12,0.0451127819548872
"AL","2021-02-06","age_20_39",35,0.131578947368421
"AL","2021-02-06","age_40_59",95,0.357142857142857
"AL","2021-02-06","age_60_75",68,0.255639097744361
"AL","2021-02-06","age_75",56,0.210526315789474
"AL","2021-02-13","age_0_19",7,0.0265151515151515
"AL","2021-02-13","age_20_39",38,0.143939393939394
"AL","2021-02-13","age_40_59",84,0.318181818181818
"AL","2021-02-13","age_60_75",86,0.325757575757576
"AL","2021-02-13","age_75",49,0.185606060606061
"AL","2021-02-20","age_0_19",13,0.0346666666666667
"AL","2021-02-20","age_20_39",50,0.133333333333333
"AL","2021-02-20","age_40_59",122,0.325333333333333
"AL","2021-02-20","age_60_75",135,0.36
"AL","2021-02-20","age_75",55,0.146666666666667
"AL","2021-02-27","age_0_19",15,0.0403225806451613
