"week","age_clas","sg_uf","sobre","obitos","let_obs"
10,"age_40_59","BA",1,2,0.666666666666667
10,"age_40_59","CE",0,1,1
10,"age_40_59","DF",1,0,0
10,"age_40_59","ES",1,0,0
10,"age_40_59","MA",2,0,0
10,"age_40_59","MT",1,0,0
10,"age_40_59","PA",0,1,1
10,"age_40_59","PE",2,1,0.333333333333333
10,"age_40_59","PR",1,0,0
10,"age_40_59","RJ",3,1,0.25
10,"age_40_59","SC",1,0,0
10,"age_40_59","SP",29,5,0.147058823529412
10,"age_60","AL",0,1,1
10,"age_60","BA",1,2,0.666666666666667
10,"age_60","CE",4,2,0.333333333333333
10,"age_60","DF",1,2,0.666666666666667
10,"age_60","MA",3,2,0.4
10,"age_60","MG",0,2,1
10,"age_60","MS",0,1,1
10,"age_60","MT",1,0,0
10,"age_60","PA",1,2,0.666666666666667
10,"age_60","PE",5,3,0.375
10,"age_60","PI",1,0,0
10,"age_60","PR",5,2,0.285714285714286
10,"age_60","RJ",5,5,0.5
10,"age_60","SC",2,1,0.333333333333333
10,"age_60","SP",31,36,0.537313432835821
11,"age_0_19","BA",2,0,0
11,"age_0_19","MA",2,0,0
11,"age_0_19","PE",6,0,0
11,"age_0_19","RJ",2,1,0.333333333333333
11,"age_0_19","SP",5,2,0.285714285714286
11,"age_20_39","AC",1,0,0
11,"age_20_39","AL",1,0,0
11,"age_20_39","BA",2,0,0
11,"age_20_39","CE",6,0,0
11,"age_20_39","DF",2,0,0
11,"age_20_39","GO",3,0,0
11,"age_20_39","MA",4,0,0
11,"age_20_39","MG",4,0,0
11,"age_20_39","MS",4,0,0
11,"age_20_39","MT",3,0,0
11,"age_20_39","PA",3,1,0.25
11,"age_20_39","PB",0,1,1
11,"age_20_39","PE",8,1,0.111111111111111
11,"age_20_39","PI",1,0,0
11,"age_20_39","PR",3,0,0
11,"age_20_39","RJ",9,3,0.25
11,"age_20_39","RN",1,0,0
11,"age_20_39","RS",3,0,0
11,"age_20_39","SC",3,2,0.4
11,"age_20_39","SP",97,3,0.03
11,"age_20_39","TO",1,0,0
11,"age_40_59","AL",2,0,0
11,"age_40_59","AM",1,1,0.5
11,"age_40_59","BA",1,1,0.5
11,"age_40_59","CE",9,0,0
11,"age_40_59","DF",1,0,0
11,"age_40_59","ES",0,2,1
11,"age_40_59","GO",2,1,0.333333333333333
11,"age_40_59","MG",5,0,0
11,"age_40_59","MS",1,0,0
11,"age_40_59","MT",3,0,0
11,"age_40_59","PB",1,0,0
11,"age_40_59","PE",14,3,0.176470588235294
11,"age_40_59","PR",2,1,0.333333333333333
11,"age_40_59","RJ",21,7,0.25
11,"age_40_59","RN",3,0,0
11,"age_40_59","RS",6,1,0.142857142857143
11,"age_40_59","SC",6,1,0.142857142857143
11,"age_40_59","SE",1,3,0.75
11,"age_40_59","SP",163,33,0.168367346938776
11,"age_40_59","TO",0,1,1
11,"age_40_59",NA,1,0,0
11,"age_60","AL",0,1,1
11,"age_60","BA",3,1,0.25
11,"age_60","CE",8,6,0.428571428571429
11,"age_60","DF",1,1,0.5
11,"age_60","ES",0,2,1
11,"age_60","GO",6,1,0.142857142857143
11,"age_60","MA",0,2,1
11,"age_60","MG",10,2,0.166666666666667
11,"age_60","MS",1,0,0
11,"age_60","MT",1,0,0
11,"age_60","PA",2,2,0.5
11,"age_60","PB",1,0,0
11,"age_60","PE",8,3,0.272727272727273
11,"age_60","PI",0,1,1
11,"age_60","PR",2,3,0.6
11,"age_60","RJ",15,29,0.659090909090909
11,"age_60","RN",1,0,0
11,"age_60","RS",5,4,0.444444444444444
11,"age_60","SC",9,1,0.1
11,"age_60","SP",194,166,0.461111111111111
11,"age_60","TO",0,1,1
11,"age_60",NA,0,1,1
12,"age_0_19","AM",2,0,0
12,"age_0_19","BA",3,0,0
12,"age_0_19","CE",2,1,0.333333333333333
12,"age_0_19","MA",1,0,0
12,"age_0_19","MG",1,0,0
12,"age_0_19","PA",2,1,0.333333333333333
12,"age_0_19","PE",16,2,0.111111111111111
12,"age_0_19","RJ",11,2,0.153846153846154
12,"age_0_19","SP",18,1,0.0526315789473684
12,"age_20_39","AC",1,1,0.5
12,"age_20_39","AL",1,0,0
12,"age_20_39","AM",12,0,0
12,"age_20_39","BA",3,0,0
12,"age_20_39","CE",22,4,0.153846153846154
12,"age_20_39","DF",3,0,0
12,"age_20_39","ES",4,2,0.333333333333333
12,"age_20_39","GO",3,2,0.4
12,"age_20_39","MA",2,1,0.333333333333333
12,"age_20_39","MG",14,1,0.0666666666666667
12,"age_20_39","MS",3,0,0
12,"age_20_39","MT",2,0,0
12,"age_20_39","PA",3,0,0
12,"age_20_39","PB",5,1,0.166666666666667
12,"age_20_39","PE",19,2,0.0952380952380952
12,"age_20_39","PI",1,0,0
12,"age_20_39","PR",14,0,0
12,"age_20_39","RJ",34,14,0.291666666666667
12,"age_20_39","RN",3,1,0.25
12,"age_20_39","RS",17,0,0
12,"age_20_39","SC",15,2,0.117647058823529
12,"age_20_39","SE",1,0,0
12,"age_20_39","SP",261,33,0.112244897959184
12,"age_20_39",NA,1,0,0
12,"age_40_59","AL",4,1,0.2
12,"age_40_59","AM",19,11,0.366666666666667
12,"age_40_59","AP",1,0,0
12,"age_40_59","BA",5,2,0.285714285714286
12,"age_40_59","CE",39,13,0.25
12,"age_40_59","DF",6,0,0
12,"age_40_59","ES",7,3,0.3
12,"age_40_59","GO",8,0,0
12,"age_40_59","MA",2,0,0
12,"age_40_59","MG",35,4,0.102564102564103
12,"age_40_59","MS",3,0,0
12,"age_40_59","MT",5,0,0
12,"age_40_59","PA",4,3,0.428571428571429
12,"age_40_59","PE",25,7,0.21875
12,"age_40_59","PI",3,1,0.25
12,"age_40_59","PR",31,6,0.162162162162162
12,"age_40_59","RJ",79,31,0.281818181818182
12,"age_40_59","RN",8,3,0.272727272727273
12,"age_40_59","RS",25,1,0.0384615384615385
12,"age_40_59","SC",21,3,0.125
12,"age_40_59","SP",632,117,0.156208277703605
12,"age_40_59","TO",0,1,1
12,"age_40_59",NA,0,2,1
12,"age_60","AC",0,1,1
12,"age_60","AL",1,1,0.5
12,"age_60","AM",10,11,0.523809523809524
12,"age_60","BA",5,11,0.6875
12,"age_60","CE",38,32,0.457142857142857
12,"age_60","DF",10,8,0.444444444444444
12,"age_60","ES",5,2,0.285714285714286
12,"age_60","GO",4,2,0.333333333333333
12,"age_60","MA",4,5,0.555555555555556
12,"age_60","MG",21,12,0.363636363636364
12,"age_60","MS",3,3,0.5
12,"age_60","MT",2,0,0
12,"age_60","PA",5,6,0.545454545454545
12,"age_60","PB",1,3,0.75
12,"age_60","PE",18,26,0.590909090909091
12,"age_60","PI",4,0,0
12,"age_60","PR",28,6,0.176470588235294
12,"age_60","RJ",66,102,0.607142857142857
12,"age_60","RN",4,5,0.555555555555556
12,"age_60","RO",1,0,0
12,"age_60","RR",1,1,0.5
12,"age_60","RS",39,8,0.170212765957447
12,"age_60","SC",25,9,0.264705882352941
12,"age_60","SE",1,2,0.666666666666667
12,"age_60","SP",517,399,0.435589519650655
12,"age_60","TO",1,0,0
13,"age_0_19","AM",4,1,0.2
13,"age_0_19","BA",3,0,0
13,"age_0_19","CE",1,0,0
13,"age_0_19","DF",1,0,0
13,"age_0_19","GO",2,0,0
13,"age_0_19","MA",2,0,0
13,"age_0_19","MG",1,0,0
13,"age_0_19","PA",1,1,0.5
13,"age_0_19","PE",2,3,0.6
13,"age_0_19","RJ",10,0,0
13,"age_0_19","RN",1,0,0
13,"age_0_19","RR",0,1,1
13,"age_0_19","RS",4,0,0
13,"age_0_19","SC",1,0,0
13,"age_0_19","SE",0,1,1
13,"age_0_19","SP",33,3,0.0833333333333333
13,"age_20_39","AM",27,4,0.129032258064516
13,"age_20_39","BA",3,2,0.4
13,"age_20_39","CE",25,5,0.166666666666667
13,"age_20_39","DF",3,1,0.25
13,"age_20_39","ES",3,1,0.25
13,"age_20_39","GO",5,1,0.166666666666667
13,"age_20_39","MA",14,0,0
13,"age_20_39","MG",10,0,0
13,"age_20_39","MS",2,0,0
13,"age_20_39","MT",6,0,0
13,"age_20_39","PA",7,0,0
13,"age_20_39","PB",2,1,0.333333333333333
13,"age_20_39","PE",19,4,0.173913043478261
13,"age_20_39","PI",1,0,0
13,"age_20_39","PR",10,2,0.166666666666667
13,"age_20_39","RJ",72,22,0.234042553191489
13,"age_20_39","RN",4,0,0
13,"age_20_39","RO",2,0,0
13,"age_20_39","RS",10,0,0
13,"age_20_39","SC",10,0,0
13,"age_20_39","SP",422,38,0.0826086956521739
13,"age_40_59","AL",1,0,0
13,"age_40_59","AM",44,32,0.421052631578947
13,"age_40_59","AP",2,1,0.333333333333333
13,"age_40_59","BA",14,5,0.263157894736842
13,"age_40_59","CE",59,25,0.297619047619048
13,"age_40_59","DF",12,5,0.294117647058824
13,"age_40_59","ES",7,8,0.533333333333333
13,"age_40_59","GO",7,0,0
13,"age_40_59","MA",22,6,0.214285714285714
13,"age_40_59","MG",36,2,0.0526315789473684
13,"age_40_59","MS",6,0,0
13,"age_40_59","MT",3,2,0.4
13,"age_40_59","PA",15,8,0.347826086956522
13,"age_40_59","PB",5,2,0.285714285714286
13,"age_40_59","PE",47,18,0.276923076923077
13,"age_40_59","PI",3,0,0
13,"age_40_59","PR",39,7,0.152173913043478
13,"age_40_59","RJ",159,63,0.283783783783784
13,"age_40_59","RN",8,4,0.333333333333333
13,"age_40_59","RS",35,1,0.0277777777777778
13,"age_40_59","SC",25,8,0.242424242424242
13,"age_40_59","SE",4,0,0
13,"age_40_59","SP",946,186,0.164310954063604
13,"age_40_59","TO",1,0,0
13,"age_60","AL",0,3,1
13,"age_60","AM",26,46,0.638888888888889
13,"age_60","AP",1,0,0
13,"age_60","BA",5,8,0.615384615384615
13,"age_60","CE",44,60,0.576923076923077
13,"age_60","DF",13,4,0.235294117647059
13,"age_60","ES",3,5,0.625
13,"age_60","GO",6,9,0.6
13,"age_60","MA",9,9,0.5
13,"age_60","MG",43,21,0.328125
13,"age_60","MS",0,2,1
13,"age_60","MT",5,1,0.166666666666667
13,"age_60","PA",7,15,0.681818181818182
13,"age_60","PB",1,2,0.666666666666667
13,"age_60","PE",24,46,0.657142857142857
13,"age_60","PI",3,3,0.5
13,"age_60","PR",31,13,0.295454545454545
13,"age_60","RJ",106,174,0.621428571428571
13,"age_60","RN",8,0,0
13,"age_60","RO",1,0,0
13,"age_60","RR",0,1,1
13,"age_60","RS",35,15,0.3
13,"age_60","SC",19,17,0.472222222222222
13,"age_60","SE",0,4,1
13,"age_60","SP",675,580,0.462151394422311
14,"age_0_19","AC",1,0,0
14,"age_0_19","AL",1,0,0
14,"age_0_19","AM",11,2,0.153846153846154
14,"age_0_19","BA",1,0,0
14,"age_0_19","CE",9,1,0.1
14,"age_0_19","ES",1,0,0
14,"age_0_19","GO",1,0,0
14,"age_0_19","MA",1,2,0.666666666666667
14,"age_0_19","MG",1,0,0
14,"age_0_19","PA",5,2,0.285714285714286
14,"age_0_19","PB",1,1,0.5
14,"age_0_19","PE",13,0,0
14,"age_0_19","PR",2,0,0
14,"age_0_19","RJ",10,1,0.0909090909090909
14,"age_0_19","RN",3,2,0.4
14,"age_0_19","RO",1,0,0
14,"age_0_19","RR",0,1,1
14,"age_0_19","RS",2,0,0
14,"age_0_19","SC",1,0,0
14,"age_0_19","SE",1,0,0
14,"age_0_19","SP",38,2,0.05
14,"age_20_39","AC",1,1,0.5
14,"age_20_39","AL",1,1,0.5
14,"age_20_39","AM",62,13,0.173333333333333
14,"age_20_39","AP",1,1,0.5
14,"age_20_39","BA",3,2,0.4
14,"age_20_39","CE",29,8,0.216216216216216
14,"age_20_39","DF",7,0,0
14,"age_20_39","ES",3,2,0.4
14,"age_20_39","GO",9,0,0
14,"age_20_39","MA",40,7,0.148936170212766
14,"age_20_39","MG",16,1,0.0588235294117647
14,"age_20_39","MS",3,0,0
14,"age_20_39","MT",5,2,0.285714285714286
14,"age_20_39","PA",20,9,0.310344827586207
14,"age_20_39","PB",7,0,0
14,"age_20_39","PE",59,8,0.119402985074627
14,"age_20_39","PI",1,1,0.5
14,"age_20_39","PR",13,1,0.0714285714285714
14,"age_20_39","RJ",120,29,0.194630872483221
14,"age_20_39","RN",7,1,0.125
14,"age_20_39","RS",10,0,0
14,"age_20_39","SC",12,0,0
14,"age_20_39","SE",1,0,0
14,"age_20_39","SP",387,33,0.0785714285714286
14,"age_40_59","AC",1,1,0.5
14,"age_40_59","AL",2,2,0.5
14,"age_40_59","AM",100,64,0.390243902439024
14,"age_40_59","AP",0,4,1
14,"age_40_59","BA",6,7,0.538461538461538
14,"age_40_59","CE",69,35,0.336538461538462
14,"age_40_59","DF",12,1,0.0769230769230769
14,"age_40_59","ES",8,9,0.529411764705882
14,"age_40_59","GO",13,2,0.133333333333333
14,"age_40_59","MA",35,8,0.186046511627907
14,"age_40_59","MG",21,3,0.125
14,"age_40_59","MS",8,1,0.111111111111111
14,"age_40_59","MT",7,1,0.125
14,"age_40_59","PA",47,21,0.308823529411765
14,"age_40_59","PB",6,2,0.25
14,"age_40_59","PE",129,26,0.167741935483871
14,"age_40_59","PI",5,1,0.166666666666667
14,"age_40_59","PR",16,8,0.333333333333333
14,"age_40_59","RJ",263,146,0.356968215158924
14,"age_40_59","RN",5,4,0.444444444444444
14,"age_40_59","RO",2,0,0
14,"age_40_59","RS",25,2,0.0740740740740741
14,"age_40_59","SC",23,2,0.08
14,"age_40_59","SE",1,1,0.5
14,"age_40_59","SP",918,209,0.18544809228039
14,"age_40_59","TO",1,0,0
14,"age_60","AC",3,1,0.25
14,"age_60","AL",3,6,0.666666666666667
14,"age_60","AM",37,157,0.809278350515464
14,"age_60","AP",1,1,0.5
14,"age_60","BA",4,20,0.833333333333333
14,"age_60","CE",65,106,0.619883040935672
14,"age_60","DF",5,5,0.5
14,"age_60","ES",11,20,0.645161290322581
14,"age_60","GO",10,5,0.333333333333333
14,"age_60","MA",26,23,0.469387755102041
14,"age_60","MG",30,22,0.423076923076923
14,"age_60","MS",4,1,0.2
14,"age_60","MT",5,3,0.375
14,"age_60","PA",24,46,0.657142857142857
14,"age_60","PB",1,11,0.916666666666667
14,"age_60","PE",48,114,0.703703703703704
14,"age_60","PI",2,6,0.75
14,"age_60","PR",15,26,0.634146341463415
14,"age_60","RJ",184,374,0.670250896057348
14,"age_60","RN",6,4,0.4
14,"age_60","RO",0,6,1
14,"age_60","RS",29,8,0.216216216216216
14,"age_60","SC",13,5,0.277777777777778
14,"age_60","SE",1,3,0.75
14,"age_60","SP",648,587,0.475303643724696
14,"age_60",NA,0,1,1
15,"age_0_19","AM",8,0,0
15,"age_0_19","CE",4,1,0.2
15,"age_0_19","GO",1,0,0
15,"age_0_19","MA",4,0,0
15,"age_0_19","MG",1,0,0
15,"age_0_19","PA",8,2,0.2
15,"age_0_19","PB",4,0,0
15,"age_0_19","PE",17,6,0.260869565217391
15,"age_0_19","PR",1,0,0
15,"age_0_19","RJ",16,6,0.272727272727273
15,"age_0_19","RN",1,0,0
15,"age_0_19","SC",1,0,0
15,"age_0_19","SE",2,0,0
15,"age_0_19","SP",40,4,0.0909090909090909
15,"age_20_39","AC",3,0,0
15,"age_20_39","AL",2,1,0.333333333333333
15,"age_20_39","AM",80,17,0.175257731958763
15,"age_20_39","AP",0,1,1
15,"age_20_39","BA",15,1,0.0625
15,"age_20_39","CE",51,10,0.163934426229508
15,"age_20_39","DF",3,0,0
15,"age_20_39","ES",9,0,0
15,"age_20_39","GO",8,0,0
15,"age_20_39","MA",61,9,0.128571428571429
15,"age_20_39","MG",10,1,0.0909090909090909
15,"age_20_39","MS",3,0,0
15,"age_20_39","MT",3,0,0
15,"age_20_39","PA",70,12,0.146341463414634
15,"age_20_39","PB",6,0,0
15,"age_20_39","PE",199,21,0.0954545454545455
15,"age_20_39","PI",2,0,0
15,"age_20_39","PR",7,0,0
15,"age_20_39","RJ",165,49,0.228971962616822
15,"age_20_39","RN",9,5,0.357142857142857
15,"age_20_39","RO",3,1,0.25
15,"age_20_39","RS",17,0,0
15,"age_20_39","SC",5,1,0.166666666666667
15,"age_20_39","SE",0,1,1
15,"age_20_39","SP",427,41,0.0876068376068376
15,"age_40_59","AC",7,1,0.125
15,"age_40_59","AL",11,4,0.266666666666667
15,"age_40_59","AM",168,102,0.377777777777778
15,"age_40_59","AP",2,3,0.6
15,"age_40_59","BA",18,10,0.357142857142857
15,"age_40_59","CE",92,48,0.342857142857143
15,"age_40_59","DF",15,1,0.0625
15,"age_40_59","ES",11,9,0.45
15,"age_40_59","GO",14,6,0.3
15,"age_40_59","MA",62,32,0.340425531914894
15,"age_40_59","MG",30,10,0.25
15,"age_40_59","MS",1,0,0
15,"age_40_59","MT",6,2,0.25
15,"age_40_59","PA",121,60,0.331491712707182
15,"age_40_59","PB",5,9,0.642857142857143
15,"age_40_59","PE",256,61,0.192429022082019
15,"age_40_59","PI",8,1,0.111111111111111
15,"age_40_59","PR",20,6,0.230769230769231
15,"age_40_59","RJ",401,208,0.341543513957307
15,"age_40_59","RN",5,2,0.285714285714286
15,"age_40_59","RO",3,2,0.4
15,"age_40_59","RR",2,1,0.333333333333333
15,"age_40_59","RS",36,1,0.027027027027027
15,"age_40_59","SC",14,1,0.0666666666666667
15,"age_40_59","SE",2,3,0.6
15,"age_40_59","SP",1016,208,0.169934640522876
15,"age_40_59","TO",1,0,0
15,"age_60","AC",2,2,0.5
15,"age_60","AL",5,14,0.736842105263158
15,"age_60","AM",102,272,0.727272727272727
15,"age_60","AP",0,2,1
15,"age_60","BA",16,26,0.619047619047619
15,"age_60","CE",102,193,0.654237288135593
15,"age_60","DF",11,6,0.352941176470588
15,"age_60","ES",13,24,0.648648648648649
15,"age_60","GO",7,3,0.3
15,"age_60","MA",32,84,0.724137931034483
15,"age_60","MG",26,27,0.509433962264151
15,"age_60","MS",3,2,0.4
15,"age_60","MT",4,4,0.5
15,"age_60","PA",77,155,0.668103448275862
15,"age_60","PB",9,19,0.678571428571429
15,"age_60","PE",102,198,0.66
15,"age_60","PI",4,6,0.6
15,"age_60","PR",17,6,0.260869565217391
15,"age_60","RJ",310,546,0.63785046728972
15,"age_60","RN",6,10,0.625
15,"age_60","RO",1,5,0.833333333333333
15,"age_60","RR",1,2,0.666666666666667
15,"age_60","RS",32,12,0.272727272727273
15,"age_60","SC",10,5,0.333333333333333
15,"age_60","SE",1,6,0.857142857142857
15,"age_60","SP",667,630,0.485736314572089
15,"age_60","TO",1,1,0.5
15,"age_60",NA,1,1,0.5
16,"age_0_19","AL",0,1,1
16,"age_0_19","AM",14,1,0.0666666666666667
16,"age_0_19","BA",3,0,0
16,"age_0_19","CE",12,3,0.2
16,"age_0_19","ES",2,0,0
16,"age_0_19","GO",1,0,0
16,"age_0_19","MA",4,0,0
16,"age_0_19","MS",2,0,0
16,"age_0_19","MT",1,0,0
16,"age_0_19","PA",18,5,0.217391304347826
16,"age_0_19","PB",2,0,0
16,"age_0_19","PE",34,3,0.0810810810810811
16,"age_0_19","PI",4,1,0.2
16,"age_0_19","PR",2,0,0
16,"age_0_19","RJ",29,6,0.171428571428571
16,"age_0_19","RN",2,0,0
16,"age_0_19","RS",2,1,0.333333333333333
16,"age_0_19","SP",49,5,0.0925925925925926
16,"age_20_39","AC",4,0,0
16,"age_20_39","AL",13,3,0.1875
16,"age_20_39","AM",79,18,0.185567010309278
16,"age_20_39","BA",13,3,0.1875
16,"age_20_39","CE",85,18,0.174757281553398
16,"age_20_39","DF",6,0,0
16,"age_20_39","ES",3,1,0.25
16,"age_20_39","GO",7,1,0.125
16,"age_20_39","MA",58,13,0.183098591549296
16,"age_20_39","MG",18,1,0.0526315789473684
16,"age_20_39","MS",3,0,0
16,"age_20_39","MT",3,0,0
16,"age_20_39","PA",132,20,0.131578947368421
16,"age_20_39","PB",8,2,0.2
16,"age_20_39","PE",180,16,0.0816326530612245
16,"age_20_39","PI",9,1,0.1
16,"age_20_39","PR",11,0,0
16,"age_20_39","RJ",228,74,0.245033112582781
16,"age_20_39","RN",4,3,0.428571428571429
16,"age_20_39","RO",6,1,0.142857142857143
16,"age_20_39","RS",28,1,0.0344827586206897
16,"age_20_39","SC",10,0,0
16,"age_20_39","SE",0,1,1
16,"age_20_39","SP",641,65,0.0920679886685552
16,"age_40_59","AC",4,2,0.333333333333333
16,"age_40_59","AL",31,14,0.311111111111111
16,"age_40_59","AM",152,113,0.426415094339623
16,"age_40_59","AP",4,3,0.428571428571429
16,"age_40_59","BA",54,22,0.289473684210526
16,"age_40_59","CE",209,86,0.291525423728814
16,"age_40_59","DF",17,1,0.0555555555555556
16,"age_40_59","ES",17,8,0.32
16,"age_40_59","GO",11,5,0.3125
16,"age_40_59","MA",70,30,0.3
16,"age_40_59","MG",26,7,0.212121212121212
16,"age_40_59","MS",2,1,0.333333333333333
16,"age_40_59","MT",4,0,0
16,"age_40_59","PA",193,116,0.375404530744337
16,"age_40_59","PB",23,8,0.258064516129032
16,"age_40_59","PE",289,106,0.268354430379747
16,"age_40_59","PI",10,4,0.285714285714286
16,"age_40_59","PR",29,6,0.171428571428571
16,"age_40_59","RJ",560,298,0.347319347319347
16,"age_40_59","RN",11,7,0.388888888888889
16,"age_40_59","RO",11,7,0.388888888888889
16,"age_40_59","RR",4,0,0
16,"age_40_59","RS",73,1,0.0135135135135135
16,"age_40_59","SC",20,3,0.130434782608696
16,"age_40_59","SE",3,3,0.5
16,"age_40_59","SP",1345,283,0.173832923832924
16,"age_40_59","TO",2,0,0
16,"age_60","AC",4,2,0.333333333333333
16,"age_60","AL",18,36,0.666666666666667
16,"age_60","AM",121,378,0.75751503006012
16,"age_60","AP",3,6,0.666666666666667
16,"age_60","BA",29,72,0.712871287128713
16,"age_60","CE",175,275,0.611111111111111
16,"age_60","DF",6,4,0.4
16,"age_60","ES",10,35,0.777777777777778
16,"age_60","GO",4,10,0.714285714285714
16,"age_60","MA",56,141,0.715736040609137
16,"age_60","MG",31,19,0.38
16,"age_60","MS",1,3,0.75
16,"age_60","MT",2,0,0
16,"age_60","PA",152,277,0.645687645687646
16,"age_60","PB",12,18,0.6
16,"age_60","PE",175,336,0.657534246575342
16,"age_60","PI",9,16,0.64
16,"age_60","PR",18,14,0.4375
16,"age_60","RJ",449,855,0.655674846625767
16,"age_60","RN",9,12,0.571428571428571
16,"age_60","RO",8,5,0.384615384615385
16,"age_60","RR",1,0,0
16,"age_60","RS",32,20,0.384615384615385
16,"age_60","SC",13,8,0.380952380952381
16,"age_60","SE",6,5,0.454545454545455
16,"age_60","SP",865,765,0.469325153374233
16,"age_60","TO",1,0,0
17,"age_0_19","AC",0,1,1
17,"age_0_19","AL",2,1,0.333333333333333
17,"age_0_19","AM",9,4,0.307692307692308
17,"age_0_19","AP",1,0,0
17,"age_0_19","BA",3,1,0.25
17,"age_0_19","CE",31,2,0.0606060606060606
17,"age_0_19","ES",1,0,0
17,"age_0_19","MA",6,4,0.4
17,"age_0_19","MG",1,1,0.5
17,"age_0_19","MT",0,1,1
17,"age_0_19","PA",12,8,0.4
17,"age_0_19","PB",3,1,0.25
17,"age_0_19","PE",23,1,0.0416666666666667
17,"age_0_19","PI",4,0,0
17,"age_0_19","PR",2,1,0.333333333333333
17,"age_0_19","RJ",36,11,0.234042553191489
17,"age_0_19","RN",5,1,0.166666666666667
17,"age_0_19","RO",1,0,0
17,"age_0_19","RR",4,0,0
17,"age_0_19","RS",3,0,0
17,"age_0_19","SC",1,1,0.5
17,"age_0_19","SE",1,1,0.5
17,"age_0_19","SP",69,4,0.0547945205479452
17,"age_0_19","TO",2,0,0
17,"age_20_39","AC",6,0,0
17,"age_20_39","AL",25,10,0.285714285714286
17,"age_20_39","AM",122,24,0.164383561643836
17,"age_20_39","AP",6,1,0.142857142857143
17,"age_20_39","BA",24,8,0.25
17,"age_20_39","CE",118,36,0.233766233766234
17,"age_20_39","DF",7,1,0.125
17,"age_20_39","ES",4,5,0.555555555555556
17,"age_20_39","GO",11,0,0
17,"age_20_39","MA",39,12,0.235294117647059
17,"age_20_39","MG",18,1,0.0526315789473684
17,"age_20_39","MS",0,1,1
17,"age_20_39","MT",9,1,0.1
17,"age_20_39","PA",176,30,0.145631067961165
17,"age_20_39","PB",17,10,0.37037037037037
17,"age_20_39","PE",230,38,0.141791044776119
17,"age_20_39","PI",22,4,0.153846153846154
17,"age_20_39","PR",10,0,0
17,"age_20_39","RJ",262,69,0.208459214501511
17,"age_20_39","RN",16,2,0.111111111111111
17,"age_20_39","RO",12,2,0.142857142857143
17,"age_20_39","RR",2,0,0
17,"age_20_39","RS",50,2,0.0384615384615385
17,"age_20_39","SC",19,1,0.05
17,"age_20_39","SE",7,2,0.222222222222222
17,"age_20_39","SP",769,75,0.0888625592417062
17,"age_20_39","TO",1,1,0.5
17,"age_20_39",NA,1,1,0.5
17,"age_40_59","AC",10,0,0
17,"age_40_59","AL",49,20,0.289855072463768
17,"age_40_59","AM",188,90,0.323741007194245
17,"age_40_59","AP",11,15,0.576923076923077
17,"age_40_59","BA",58,30,0.340909090909091
17,"age_40_59","CE",274,164,0.374429223744292
17,"age_40_59","DF",39,5,0.113636363636364
17,"age_40_59","ES",20,14,0.411764705882353
17,"age_40_59","GO",13,5,0.277777777777778
17,"age_40_59","MA",63,53,0.456896551724138
17,"age_40_59","MG",51,5,0.0892857142857143
17,"age_40_59","MS",4,0,0
17,"age_40_59","MT",8,2,0.2
17,"age_40_59","PA",319,156,0.328421052631579
17,"age_40_59","PB",34,26,0.433333333333333
17,"age_40_59","PE",334,147,0.305613305613306
17,"age_40_59","PI",31,3,0.0882352941176471
17,"age_40_59","PR",24,2,0.0769230769230769
17,"age_40_59","RJ",622,394,0.387795275590551
