"sg_uf","week","age_clas","hosp","freq"
"AM",13,"age_60",71,0.385869565217391
"AM",14,"age_0_19",12,0.0269058295964126
"AM",14,"age_20_39",74,0.165919282511211
"AM",14,"age_40_59",164,0.367713004484305
"AM",14,"age_60",196,0.439461883408072
"AM",15,"age_0_19",8,0.0106666666666667
"AM",15,"age_20_39",97,0.129333333333333
"AM",15,"age_40_59",271,0.361333333333333
"AM",15,"age_60",374,0.498666666666667
"AM",16,"age_0_19",15,0.0170648464163823
"AM",16,"age_20_39",97,0.110352673492605
"AM",16,"age_40_59",267,0.303754266211604
"AM",16,"age_60",500,0.568828213879408
"AM",17,"age_0_19",13,0.013184584178499
"AM",17,"age_20_39",146,0.148073022312373
"AM",17,"age_40_59",281,0.28498985801217
"AM",17,"age_60",546,0.553752535496957
"AM",18,"age_0_19",22,0.0206185567010309
"AM",18,"age_20_39",191,0.179006560449859
"AM",18,"age_40_59",320,0.299906279287723
"AM",18,"age_60",534,0.500468603561387
"AM",19,"age_0_19",23,0.0283950617283951
"AM",19,"age_20_39",117,0.144444444444444
"AM",19,"age_40_59",238,0.293827160493827
"AM",19,"age_60",432,0.533333333333333
"AM",20,"age_0_19",49,0.0675862068965517
"AM",20,"age_20_39",119,0.164137931034483
"AM",20,"age_40_59",197,0.271724137931035
"AM",20,"age_60",360,0.496551724137931
"AM",21,"age_0_19",58,0.119096509240246
"AM",21,"age_20_39",91,0.186858316221766
"AM",21,"age_40_59",110,0.225872689938398
"AM",21,"age_60",228,0.468172484599589
"AM",22,"age_0_19",40,0.107238605898123
"AM",22,"age_20_39",79,0.211796246648794
"AM",22,"age_40_59",106,0.284182305630027
"AM",22,"age_60",148,0.396782841823056
"AM",23,"age_0_19",51,0.138211382113821
"AM",23,"age_20_39",65,0.176151761517615
"AM",23,"age_40_59",107,0.289972899728997
"AM",23,"age_60",146,0.395663956639566
"AM",24,"age_0_19",45,0.15625
"AM",24,"age_20_39",53,0.184027777777778
"AM",24,"age_40_59",79,0.274305555555556
"AM",24,"age_60",111,0.385416666666667
"AM",25,"age_0_19",68,0.220064724919094
"AM",25,"age_20_39",53,0.171521035598705
"AM",25,"age_40_59",71,0.229773462783172
"AM",25,"age_60",117,0.378640776699029
"AM",26,"age_0_19",30,0.127659574468085
"AM",26,"age_20_39",51,0.217021276595745
"AM",26,"age_40_59",57,0.242553191489362
"AM",26,"age_60",97,0.412765957446808
"AM",27,"age_0_19",51,0.182142857142857
"AM",27,"age_20_39",52,0.185714285714286
"AM",27,"age_40_59",53,0.189285714285714
"AM",27,"age_60",124,0.442857142857143
"AM",28,"age_0_19",52,0.195488721804511
"AM",28,"age_20_39",51,0.191729323308271
"AM",28,"age_40_59",62,0.233082706766917
"AM",28,"age_60",101,0.379699248120301
"AM",29,"age_0_19",42,0.179487179487179
"AM",29,"age_20_39",41,0.175213675213675
"AM",29,"age_40_59",53,0.226495726495726
"AM",29,"age_60",98,0.418803418803419
"AM",30,"age_0_19",23,0.110576923076923
"AM",30,"age_20_39",37,0.177884615384615
"AM",30,"age_40_59",45,0.216346153846154
"AM",30,"age_60",103,0.495192307692308
"AM",31,"age_0_19",35,0.154185022026432
"AM",31,"age_20_39",41,0.180616740088106
"AM",31,"age_40_59",61,0.268722466960352
"AM",31,"age_60",90,0.39647577092511
"AM",32,"age_0_19",24,0.141176470588235
"AM",32,"age_20_39",35,0.205882352941176
"AM",32,"age_40_59",39,0.229411764705882
"AM",32,"age_60",72,0.423529411764706
"AM",33,"age_0_19",16,0.0737327188940092
"AM",33,"age_20_39",45,0.207373271889401
"AM",33,"age_40_59",63,0.290322580645161
"AM",33,"age_60",93,0.428571428571429
"AM",34,"age_0_19",20,0.0925925925925926
"AM",34,"age_20_39",42,0.194444444444444
"AM",34,"age_40_59",58,0.268518518518519
"AM",34,"age_60",96,0.444444444444444
"AM",35,"age_0_19",28,0.142131979695431
"AM",35,"age_20_39",26,0.131979695431472
"AM",35,"age_40_59",65,0.32994923857868
"AM",35,"age_60",78,0.395939086294416
"AM",36,"age_0_19",26,0.101167315175097
"AM",36,"age_20_39",52,0.202334630350195
"AM",36,"age_40_59",82,0.319066147859922
"AM",36,"age_60",97,0.377431906614786
"AM",37,"age_0_19",21,0.0742049469964664
"AM",37,"age_20_39",62,0.219081272084806
"AM",37,"age_40_59",83,0.293286219081272
"AM",37,"age_60",117,0.413427561837456
"AM",38,"age_0_19",18,0.0711462450592885
"AM",38,"age_20_39",52,0.205533596837945
"AM",38,"age_40_59",89,0.351778656126482
"AM",38,"age_60",94,0.371541501976285
"AM",39,"age_0_19",17,0.054140127388535
"AM",39,"age_20_39",57,0.181528662420382
"AM",39,"age_40_59",93,0.296178343949045
"AM",39,"age_60",147,0.468152866242038
"AM",40,"age_0_19",23,0.0692771084337349
"AM",40,"age_20_39",66,0.198795180722892
"AM",40,"age_40_59",100,0.301204819277108
"AM",40,"age_60",143,0.430722891566265
"AM",41,"age_0_19",14,0.0484429065743945
"AM",41,"age_20_39",42,0.145328719723183
"AM",41,"age_40_59",80,0.27681660899654
"AM",41,"age_60",153,0.529411764705882
"AM",42,"age_0_19",36,0.149377593360996
"AM",42,"age_20_39",27,0.112033195020747
"AM",42,"age_40_59",80,0.33195020746888
"AM",42,"age_60",98,0.406639004149378
"AM",43,"age_0_19",20,0.072992700729927
"AM",43,"age_20_39",44,0.160583941605839
"AM",43,"age_40_59",77,0.281021897810219
"AM",43,"age_60",133,0.485401459854015
"AM",44,"age_0_19",16,0.0666666666666667
"AM",44,"age_20_39",33,0.1375
"AM",44,"age_40_59",70,0.291666666666667
"AM",44,"age_60",121,0.504166666666667
"AM",45,"age_0_19",24,0.0909090909090909
"AM",45,"age_20_39",39,0.147727272727273
"AM",45,"age_40_59",80,0.303030303030303
"AM",45,"age_60",121,0.458333333333333
"AM",46,"age_0_19",16,0.0577617328519856
"AM",46,"age_20_39",42,0.151624548736462
"AM",46,"age_40_59",78,0.28158844765343
"AM",46,"age_60",141,0.509025270758123
"AM",47,"age_0_19",25,0.0856164383561644
"AM",47,"age_20_39",44,0.150684931506849
"AM",47,"age_40_59",93,0.318493150684932
"AM",47,"age_60",130,0.445205479452055
"AM",48,"age_0_19",21,0.0789473684210526
"AM",48,"age_20_39",40,0.150375939849624
"AM",48,"age_40_59",85,0.319548872180451
"AM",48,"age_60",120,0.451127819548872
"AM",49,"age_0_19",30,0.0857142857142857
"AM",49,"age_20_39",48,0.137142857142857
"AM",49,"age_40_59",97,0.277142857142857
"AM",49,"age_60",175,0.5
"AM",50,"age_0_19",25,0.0603864734299517
"AM",50,"age_20_39",76,0.183574879227053
"AM",50,"age_40_59",128,0.309178743961353
"AM",50,"age_60",185,0.446859903381642
"AM",51,"age_0_19",28,0.0453074433656958
"AM",51,"age_20_39",92,0.148867313915858
"AM",51,"age_40_59",231,0.37378640776699
"AM",51,"age_60",267,0.432038834951456
"AM",52,"age_0_19",25,0.0224618149146451
"AM",52,"age_20_39",180,0.161725067385445
"AM",52,"age_40_59",424,0.380952380952381
"AM",52,"age_60",484,0.434860736747529
"AM",53,"age_0_19",39,0.0216787103946637
"AM",53,"age_20_39",280,0.155642023346304
"AM",53,"age_40_59",663,0.368538076709283
"AM",53,"age_60",817,0.45414118954975
"AP",1,"age_0_19",14,0.2
"AP",1,"age_20_39",8,0.114285714285714
"AP",1,"age_40_59",17,0.242857142857143
"AP",1,"age_60",31,0.442857142857143
"AP",2,"age_0_19",11,0.215686274509804
"AP",2,"age_20_39",7,0.137254901960784
"AP",2,"age_40_59",16,0.313725490196078
"AP",2,"age_60",17,0.333333333333333
"AP",3,"age_0_19",7,0.162790697674419
"AP",3,"age_20_39",6,0.13953488372093
"AP",3,"age_40_59",13,0.302325581395349
"AP",3,"age_60",17,0.395348837209302
"AP",4,"age_0_19",10,0.169491525423729
"AP",4,"age_20_39",9,0.152542372881356
"AP",4,"age_40_59",16,0.271186440677966
"AP",4,"age_60",24,0.406779661016949
"AP",5,"age_0_19",11,0.196428571428571
"AP",5,"age_20_39",11,0.196428571428571
"AP",5,"age_40_59",14,0.25
"AP",5,"age_60",20,0.357142857142857
"AP",6,"age_0_19",11,0.203703703703704
"AP",6,"age_20_39",11,0.203703703703704
"AP",6,"age_40_59",14,0.259259259259259
"AP",6,"age_60",18,0.333333333333333
"AP",7,"age_0_19",5,0.0806451612903226
