"week","sg_uf","hosp"
18,"MT",380
18,"PA",2819
18,"PB",1015
18,"PE",2792
18,"PI",527
18,"PR",3654
18,"RJ",6727
18,"RN",626
18,"RO",264
18,"RR",74
18,"RS",2784
18,"SC",1609
18,"SE",319
18,"SP",18965
18,"TO",195
18,NA,6
19,"AC",162
19,"AL",1021
19,"AM",1299
19,"AP",170
19,"BA",2136
19,"CE",3474
19,"DF",681
19,"ES",504
19,"GO",1669
19,"MA",1209
19,"MG",5874
19,"MS",1050
19,"MT",514
19,"PA",2595
19,"PB",1253
19,"PE",2753
19,"PI",618
19,"PR",3875
19,"RJ",6190
19,"RN",697
19,"RO",262
19,"RR",78
19,"RS",3154
19,"SC",1631
19,"SE",335
19,"SP",20136
19,"TO",228
19,NA,2
20,"AC",154
20,"AL",1015
20,"AM",1097
20,"AP",126
20,"BA",1904
20,"CE",2937
20,"DF",632
20,"ES",452
20,"GO",1311
20,"MA",980
20,"MG",4789
20,"MS",811
20,"MT",440
20,"PA",2324
20,"PB",1077
20,"PE",2545
20,"PI",597
20,"PR",2847
20,"RJ",5354
20,"RN",620
20,"RO",239
20,"RR",91
20,"RS",2503
20,"SC",1254
20,"SE",296
20,"SP",18114
20,"TO",193
20,NA,3
21,"AC",108
21,"AL",691
21,"AM",704
21,"AP",113
21,"BA",1265
21,"CE",1878
21,"DF",508
21,"ES",405
21,"GO",620
21,"MA",659
21,"MG",2399
21,"MS",377
21,"MT",325
21,"PA",1462
21,"PB",689
21,"PE",1809
21,"PI",459
21,"PR",1383
21,"RJ",3464
21,"RN",445
21,"RO",200
21,"RR",115
21,"RS",1212
21,"SC",558
21,"SE",199
21,"SP",11638
21,"TO",112
21,NA,1
22,"AC",76
22,"AL",518
22,"AM",530
22,"AP",108
22,"BA",1172
22,"CE",1365
22,"DF",499
22,"ES",377
22,"GO",473
22,"MA",429
22,"MG",1611
22,"MS",165
22,"MT",308
22,"PA",1009
22,"PB",543
22,"PE",1385
22,"PI",354
22,"PR",1063
22,"RJ",2225
22,"RN",445
22,"RO",202
22,"RR",95
22,"RS",792
22,"SC",326
22,"SE",177
22,"SP",9193
22,"TO",80
22,NA,1
23,"AC",99
23,"AL",561
23,"AM",528
23,"AP",105
23,"BA",1276
23,"CE",1355
23,"DF",798
23,"ES",395
23,"GO",647
23,"MA",474
23,"MG",2245
23,"MS",237
23,"MT",399
23,"PA",990
23,"PB",489
23,"PE",1357
23,"PI",526
23,"PR",1394
23,"RJ",2319
23,"RN",576
23,"RO",245
23,"RR",124
23,"RS",967
23,"SC",418
23,"SE",221
23,"SP",10335
23,"TO",137
23,NA,3
24,"AC",73
24,"AL",477
24,"AM",400
24,"AP",60
24,"BA",1214
24,"CE",1242
24,"DF",835
24,"ES",378
24,"GO",724
24,"MA",363
24,"MG",2455
24,"MS",288
24,"MT",493
24,"PA",892
24,"PB",460
24,"PE",1144
24,"PI",561
24,"PR",1635
24,"RJ",1908
24,"RN",518
24,"RO",237
24,"RR",118
24,"RS",1073
24,"SC",479
24,"SE",234
24,"SP",9662
24,"TO",98
24,NA,2
25,"AC",68
25,"AL",456
25,"AM",419
25,"AP",63
25,"BA",1218
25,"CE",1132
25,"DF",1025
25,"ES",368
25,"GO",1023
25,"MA",344
25,"MG",2953
25,"MS",351
25,"MT",652
25,"PA",862
25,"PB",473
25,"PE",1201
25,"PI",606
25,"PR",1685
25,"RJ",1885
25,"RN",515
25,"RO",233
25,"RR",103
25,"RS",1384
25,"SC",716
25,"SE",299
25,"SP",9550
25,"TO",121
25,NA,4
26,"AC",71
26,"AL",315
26,"AM",311
26,"AP",34
26,"BA",1144
26,"CE",946
26,"DF",982
26,"ES",356
26,"GO",1110
26,"MA",216
26,"MG",2990
26,"MS",321
26,"MT",541
26,"PA",603
26,"PB",422
26,"PE",1070
26,"PI",477
26,"PR",1616
26,"RJ",1562
26,"RN",404
26,"RO",220
26,"RR",72
26,"RS",1354
26,"SC",696
26,"SE",266
26,"SP",8830
26,"TO",116
27,"AC",78
27,"AL",362
27,"AM",377
27,"AP",46
27,"BA",1250
27,"CE",970
27,"DF",1124
27,"ES",289
27,"GO",1355
27,"MA",224
27,"MG",3500
27,"MS",476
27,"MT",565
27,"PA",710
27,"PB",476
27,"PE",1281
27,"PI",512
27,"PR",1941
27,"RJ",1756
27,"RN",402
27,"RO",235
27,"RR",89
27,"RS",1529
27,"SC",991
27,"SE",280
27,"SP",10300
27,"TO",151
28,"AC",81
28,"AL",320
28,"AM",343
28,"AP",47
28,"BA",1271
28,"CE",926
28,"DF",1180
28,"ES",259
28,"GO",1358
28,"MA",202
28,"MG",3371
28,"MS",534
28,"MT",518
28,"PA",644
28,"PB",405
28,"PE",1211
28,"PI",505
28,"PR",2176
28,"RJ",1690
28,"RN",338
28,"RO",234
28,"RR",63
28,"RS",1815
28,"SC",1173
28,"SE",259
28,"SP",10338
28,"TO",161
28,NA,3
29,"AC",51
29,"AL",256
29,"AM",323
29,"AP",26
29,"BA",1217
29,"CE",844
29,"DF",1117
29,"ES",245
29,"GO",1169
29,"MA",157
29,"MG",3327
29,"MS",546
29,"MT",463
29,"PA",626
29,"PB",360
29,"PE",1213
29,"PI",391
29,"PR",2013
29,"RJ",1572
29,"RN",306
29,"RO",216
29,"RR",57
29,"RS",1812
29,"SC",1271
29,"SE",233
29,"SP",9276
29,"TO",147
29,NA,2
30,"AC",67
30,"AL",244
30,"AM",266
30,"AP",40
30,"BA",1135
30,"CE",755
30,"DF",1185
30,"ES",204
30,"GO",1385
30,"MA",167
30,"MG",3273
30,"MS",555
30,"MT",478
30,"PA",590
30,"PB",382
30,"PE",1126
30,"PI",315
30,"PR",1967
30,"RJ",1549
30,"RN",266
30,"RO",252
30,"RR",49
30,"RS",1796
30,"SC",1280
30,"SE",174
30,"SP",8947
30,"TO",162
30,NA,1
31,"AC",64
31,"AL",200
31,"AM",298
31,"AP",40
31,"BA",1017
31,"CE",658
31,"DF",1085
31,"ES",203
31,"GO",1366
31,"MA",168
31,"MG",2981
31,"MS",628
31,"MT",394
31,"PA",567
31,"PB",385
31,"PE",1100
31,"PI",245
31,"PR",2005
31,"RJ",1517
31,"RN",211
31,"RO",254
31,"RR",36
31,"RS",1743
31,"SC",1023
31,"SE",144
31,"SP",8419
31,"TO",162
31,NA,1
32,"AC",67
32,"AL",181
32,"AM",219
32,"AP",36
32,"BA",923
32,"CE",598
32,"DF",927
32,"ES",173
32,"GO",1394
32,"MA",166
32,"MG",2806
32,"MS",514
32,"MT",399
32,"PA",489
32,"PB",372
32,"PE",966
32,"PI",283
32,"PR",1958
32,"RJ",1478
32,"RN",179
32,"RO",216
32,"RR",39
32,"RS",1690
32,"SC",935
32,"SE",96
32,"SP",7819
32,"TO",195
33,"AC",56
33,"AL",171
33,"AM",273
33,"AP",48
33,"BA",992
33,"CE",613
33,"DF",974
33,"ES",171
33,"GO",1527
33,"MA",157
33,"MG",3137
33,"MS",565
33,"MT",413
33,"PA",569
33,"PB",341
33,"PE",980
33,"PI",284
33,"PR",2038
33,"RJ",1580
33,"RN",187
33,"RO",244
33,"RR",25
33,"RS",1645
33,"SC",854
33,"SE",98
33,"SP",7756
33,"TO",206
33,NA,1
34,"AC",49
34,"AL",165
34,"AM",267
34,"AP",27
34,"BA",938
34,"CE",645
34,"DF",786
34,"ES",161
34,"GO",1524
34,"MA",139
34,"MG",2838
34,"MS",557
34,"MT",355
34,"PA",508
34,"PB",318
34,"PE",925
34,"PI",267
34,"PR",1715
34,"RJ",1494
34,"RN",140
34,"RO",212
34,"RR",26
34,"RS",1656
34,"SC",711
34,"SE",73
34,"SP",6883
34,"TO",196
34,NA,2
35,"AC",47
35,"AL",128
35,"AM",245
35,"AP",24
35,"BA",792
35,"CE",550
35,"DF",665
35,"ES",115
35,"GO",1197
35,"MA",107
35,"MG",2652
35,"MS",477
35,"MT",261
35,"PA",394
35,"PB",315
35,"PE",851
35,"PI",221
35,"PR",1885
35,"RJ",1514
35,"RN",155
35,"RO",143
35,"RR",20
35,"RS",1592
35,"SC",675
35,"SE",74
35,"SP",6609
35,"TO",160
35,NA,2
36,"AC",44
36,"AL",123
36,"AM",332
36,"AP",29
36,"BA",767
36,"CE",601
36,"DF",564
36,"ES",110
36,"GO",1154
36,"MA",125
36,"MG",2717
36,"MS",496
36,"MT",250
36,"PA",376
36,"PB",272
36,"PE",802
36,"PI",235
36,"PR",1947
36,"RJ",1716
36,"RN",173
36,"RO",166
36,"RR",26
36,"RS",1417
36,"SC",558
36,"SE",86
36,"SP",6744
36,"TO",168
36,NA,1
37,"AC",32
37,"AL",113
37,"AM",361
37,"AP",34
37,"BA",774
37,"CE",540
37,"DF",534
37,"ES",106
37,"GO",1184
37,"MA",92
37,"MG",2403
37,"MS",482
37,"MT",253
37,"PA",374
37,"PB",253
37,"PE",728
37,"PI",217
37,"PR",1636
37,"RJ",1468
37,"RN",132
37,"RO",116
37,"RR",17
37,"RS",1323
37,"SC",576
37,"SE",90
37,"SP",5929
37,"TO",144
37,NA,1
38,"AC",48
38,"AL",118
38,"AM",321
38,"AP",26
38,"BA",704
38,"CE",487
38,"DF",465
38,"ES",83
38,"GO",1107
38,"MA",90
38,"MG",2388
38,"MS",482
38,"MT",241
38,"PA",332
38,"PB",231
38,"PE",672
38,"PI",206
38,"PR",1541
38,"RJ",1316
38,"RN",117
38,"RO",104
38,"RR",23
38,"RS",1128
38,"SC",463
38,"SE",74
38,"SP",5457
38,"TO",127
39,"AC",32
39,"AL",89
39,"AM",392
39,"AP",38
39,"BA",676
39,"CE",453
39,"DF",511
39,"ES",107
39,"GO",945
39,"MA",69
39,"MG",2267
39,"MS",446
39,"MT",228
39,"PA",314
39,"PB",218
39,"PE",589
39,"PI",230
39,"PR",1413
39,"RJ",1273
39,"RN",104
39,"RO",96
39,"RR",21
39,"RS",1214
39,"SC",493
39,"SE",69
39,"SP",5163
39,"TO",112
40,"AC",42
40,"AL",90
40,"AM",420
40,"AP",57
40,"BA",726
40,"CE",440
40,"DF",469
40,"ES",120
40,"GO",876
40,"MA",87
40,"MG",2322
40,"MS",417
40,"MT",200
40,"PA",352
40,"PB",259
40,"PE",601
40,"PI",224
40,"PR",1465
40,"RJ",1391
40,"RN",124
40,"RO",92
40,"RR",25
40,"RS",1162
40,"SC",511
40,"SE",93
40,"SP",5343
40,"TO",80
40,NA,2
41,"AC",46
41,"AL",89
41,"AM",376
41,"AP",44
41,"BA",682
41,"CE",394
41,"DF",456
41,"ES",124
41,"GO",812
41,"MA",76
41,"MG",2178
41,"MS",379
41,"MT",158
41,"PA",337
41,"PB",254
41,"PE",529
41,"PI",212
41,"PR",1356
41,"RJ",1291
41,"RN",107
41,"RO",92
41,"RR",31
41,"RS",1171
41,"SC",487
41,"SE",107
41,"SP",4841
41,"TO",81
42,"AC",41
42,"AL",88
42,"AM",300
42,"AP",63
42,"BA",676
42,"CE",389
42,"DF",371
42,"ES",105
42,"GO",657
42,"MA",56
42,"MG",1801
42,"MS",307
42,"MT",120
42,"PA",320
42,"PB",227
42,"PE",573
42,"PI",209
42,"PR",1233
42,"RJ",1242
42,"RN",102
42,"RO",83
42,"RR",24
42,"RS",1182
42,"SC",573
42,"SE",88
42,"SP",4303
42,"TO",67
42,NA,3
43,"AC",57
43,"AL",102
43,"AM",365
43,"AP",85
43,"BA",558
43,"CE",397
43,"DF",296
43,"ES",128
43,"GO",495
43,"MA",68
43,"MG",1736
43,"MS",269
43,"MT",115
43,"PA",377
43,"PB",261
43,"PE",619
43,"PI",188
43,"PR",1250
43,"RJ",1304
43,"RN",107
43,"RO",82
43,"RR",35
43,"RS",1258
43,"SC",663
43,"SE",78
43,"SP",4555
43,"TO",71
43,NA,4
44,"AC",55
44,"AL",78
44,"AM",303
44,"AP",97
44,"BA",566
44,"CE",433
44,"DF",275
44,"ES",147
44,"GO",416
44,"MA",57
44,"MG",1697
44,"MS",228
44,"MT",83
44,"PA",327
44,"PB",230
44,"PE",607
44,"PI",148
44,"PR",1273
44,"RJ",1471
44,"RN",112
44,"RO",83
44,"RR",44
44,"RS",1140
44,"SC",757
44,"SE",56
44,"SP",4148
44,"TO",68
44,NA,2
45,"AC",80
45,"AL",108
45,"AM",339
45,"AP",90
45,"BA",630
45,"CE",403
45,"DF",316
45,"ES",172
45,"GO",522
45,"MA",89
45,"MG",2090
45,"MS",324
45,"MT",132
45,"PA",347
45,"PB",252
45,"PE",584
45,"PI",184
45,"PR",1812
45,"RJ",1841
45,"RN",144
45,"RO",125
45,"RR",29
45,"RS",1485
45,"SC",1099
45,"SE",57
45,"SP",5467
45,"TO",85
45,NA,1
46,"AC",63
46,"AL",120
46,"AM",352
46,"AP",71
46,"BA",706
46,"CE",435
46,"DF",325
46,"ES",153
46,"GO",447
46,"MA",85
46,"MG",2373
46,"MS",452
46,"MT",122
46,"PA",353
46,"PB",266
46,"PE",602
46,"PI",154
46,"PR",2261
46,"RJ",2152
46,"RN",154
46,"RO",133
46,"RR",33
46,"RS",1576
46,"SC",1316
46,"SE",66
46,"SP",6064
46,"TO",75
46,NA,1
47,"AC",69
47,"AL",182
47,"AM",376
47,"AP",107
47,"BA",899
47,"CE",463
47,"DF",363
47,"ES",164
47,"GO",511
47,"MA",109
47,"MG",2676
47,"MS",619
47,"MT",165
47,"PA",361
47,"PB",296
47,"PE",643
47,"PI",199
47,"PR",2413
47,"RJ",2562
47,"RN",247
47,"RO",154
47,"RR",47
47,"RS",1799
47,"SC",1585
47,"SE",118
47,"SP",6562
47,"TO",102
47,NA,2
48,"AC",44
48,"AL",187
48,"AM",349
48,"AP",89
48,"BA",865
48,"CE",443
48,"DF",307
48,"ES",175
48,"GO",467
48,"MA",79
48,"MG",2740
48,"MS",687
48,"MT",158
48,"PA",321
48,"PB",303
48,"PE",586
48,"PI",141
48,"PR",2430
48,"RJ",2637
48,"RN",202
48,"RO",159
48,"RR",49
48,"RS",1912
48,"SC",1448
48,"SE",93
48,"SP",6606
48,"TO",62
48,NA,2
49,"AC",60
49,"AL",249
49,"AM",489
49,"AP",108
49,"BA",1099
49,"CE",501
49,"DF",409
49,"ES",187
49,"GO",573
49,"MA",109
49,"MG",3294
49,"MS",754
49,"MT",205
49,"PA",441
49,"PB",315
49,"PE",694
49,"PI",194
49,"PR",2398
49,"RJ",3164
49,"RN",300
49,"RO",174
49,"RR",47
49,"RS",1915
49,"SC",1441
49,"SE",120
49,"SP",7352
49,"TO",92
49,NA,1
50,"AC",53
50,"AL",212
50,"AM",607
50,"AP",96
50,"BA",969
50,"CE",481
50,"DF",386
50,"ES",160
50,"GO",550
50,"MA",68
50,"MG",3009
50,"MS",656
50,"MT",234
50,"PA",428
50,"PB",279
50,"PE",672
50,"PI",158
50,"PR",2304
50,"RJ",2937
50,"RN",263
50,"RO",154
50,"RR",41
50,"RS",1680
50,"SC",1174
50,"SE",126
50,"SP",6838
50,"TO",90
50,NA,4
51,"AC",62
51,"AL",235
51,"AM",813
51,"AP",77
51,"BA",902
51,"CE",472
51,"DF",394
51,"ES",161
51,"GO",539
51,"MA",85
51,"MG",2970
51,"MS",536
51,"MT",238
51,"PA",359
51,"PB",298
51,"PE",613
51,"PI",137
51,"PR",1908
51,"RJ",2525
51,"RN",214
51,"RO",105
51,"RR",32
51,"RS",1501
51,"SC",964
51,"SE",93
51,"SP",6599
51,"TO",72
51,NA,4
52,"AC",73
52,"AL",257
52,"AM",1360
52,"AP",65
52,"BA",886
52,"CE",446
52,"DF",391
52,"ES",132
52,"GO",627
52,"MA",94
52,"MG",3275
52,"MS",531
52,"MT",342
52,"PA",432
52,"PB",324
52,"PE",620
52,"PI",132
52,"PR",1890
52,"RJ",2526
52,"RN",236
52,"RO",130
52,"RR",43
52,"RS",1458
52,"SC",992
52,"SE",110
52,"SP",7468
52,"TO",93
52,NA,4
53,"AC",79
53,"AL",260
53,"AM",2062
53,"AP",61
53,"BA",928
53,"CE",475
53,"DF",467
53,"ES",167
53,"GO",747
53,"MA",127
53,"MG",3593
53,"MS",537
53,"MT",425
53,"PA",604
53,"PB",325
53,"PE",692
53,"PI",143
53,"PR",2137
53,"RJ",2633
53,"RN",261
53,"RO",185
53,"RR",60
53,"RS",1517
53,"SC",973
53,"SE",107
53,"SP",8437
53,"TO",114
