"week","sg_uf","hosp"
17,"RN",131
17,"RO",90
17,"RR",30
17,"RS",721
17,"SC",275
17,"SE",59
17,"SP",8468
17,"TO",40
17,NA,2
18,"AC",61
18,"AL",400
18,"AM",1354
18,"AP",88
18,"BA",562
18,"CE",2401
18,"DF",236
18,"ES",245
18,"GO",306
18,"MA",970
18,"MG",1108
18,"MS",132
18,"MT",98
18,"PA",2138
18,"PB",436
18,"PE",2034
18,"PI",260
18,"PR",756
18,"RJ",4200
18,"RN",228
18,"RO",111
18,"RR",30
18,"RS",706
18,"SC",263
18,"SE",99
18,"SP",8902
18,"TO",60
18,NA,2
19,"AC",84
19,"AL",524
19,"AM",952
19,"AP",106
19,"BA",716
19,"CE",2516
19,"DF",254
19,"ES",319
19,"GO",303
19,"MA",802
19,"MG",1169
19,"MS",124
19,"MT",167
19,"PA",1879
19,"PB",558
19,"PE",1958
19,"PI",312
19,"PR",730
19,"RJ",3551
19,"RN",276
19,"RO",120
19,"RR",40
19,"RS",739
19,"SC",262
19,"SE",107
19,"SP",9098
19,"TO",89
20,"AC",122
20,"AL",623
20,"AM",865
20,"AP",109
20,"BA",974
20,"CE",2346
20,"DF",320
20,"ES",348
20,"GO",373
20,"MA",727
20,"MG",1351
20,"MS",159
20,"MT",204
20,"PA",1816
20,"PB",591
20,"PE",1984
20,"PI",381
20,"PR",846
20,"RJ",3537
20,"RN",369
20,"RO",146
20,"RR",72
20,"RS",781
20,"SC",311
20,"SE",142
20,"SP",10352
20,"TO",111
21,"AC",93
21,"AL",574
21,"AM",621
21,"AP",112
21,"BA",1057
21,"CE",1731
21,"DF",434
21,"ES",383
21,"GO",371
21,"MA",585
21,"MG",1410
21,"MS",205
21,"MT",280
21,"PA",1332
21,"PB",604
21,"PE",1573
21,"PI",392
21,"PR",889
21,"RJ",2827
21,"RN",405
21,"RO",186
21,"RR",110
21,"RS",815
21,"SC",333
21,"SE",163
21,"SP",9637
21,"TO",85
21,NA,1
22,"AC",70
22,"AL",495
22,"AM",508
22,"AP",106
22,"BA",1149
22,"CE",1363
22,"DF",491
22,"ES",377
22,"GO",462
22,"MA",407
22,"MG",1577
22,"MS",165
22,"MT",284
22,"PA",988
22,"PB",540
22,"PE",1326
22,"PI",349
22,"PR",1057
22,"RJ",2122
22,"RN",434
22,"RO",204
22,"RR",96
22,"RS",788
22,"SC",317
22,"SE",182
22,"SP",9104
22,"TO",79
22,NA,1
23,"AC",96
23,"AL",545
23,"AM",500
23,"AP",105
23,"BA",1260
23,"CE",1352
23,"DF",767
23,"ES",393
23,"GO",636
23,"MA",439
23,"MG",2183
23,"MS",235
23,"MT",318
23,"PA",961
23,"PB",491
23,"PE",1290
23,"PI",514
23,"PR",1377
23,"RJ",2194
23,"RN",573
23,"RO",246
23,"RR",124
23,"RS",965
23,"SC",404
23,"SE",228
23,"SP",10248
23,"TO",137
23,NA,3
24,"AC",71
24,"AL",467
24,"AM",379
24,"AP",60
24,"BA",1197
24,"CE",1242
24,"DF",812
24,"ES",378
24,"GO",710
24,"MA",326
24,"MG",2400
24,"MS",282
24,"MT",443
24,"PA",878
24,"PB",460
24,"PE",1086
24,"PI",552
24,"PR",1621
24,"RJ",1802
24,"RN",510
24,"RO",236
24,"RR",116
24,"RS",1067
24,"SC",466
24,"SE",240
24,"SP",9610
24,"TO",96
24,NA,2
25,"AC",66
25,"AL",421
25,"AM",400
25,"AP",63
25,"BA",1208
25,"CE",1132
25,"DF",991
25,"ES",366
25,"GO",1003
25,"MA",305
25,"MG",2864
25,"MS",346
25,"MT",598
25,"PA",840
25,"PB",472
25,"PE",1139
25,"PI",589
25,"PR",1670
25,"RJ",1778
25,"RN",512
25,"RO",226
25,"RR",102
25,"RS",1379
25,"SC",701
25,"SE",308
25,"SP",9494
25,"TO",120
25,NA,4
26,"AC",62
26,"AL",298
26,"AM",299
26,"AP",34
26,"BA",1132
26,"CE",945
26,"DF",953
26,"ES",356
26,"GO",1090
26,"MA",201
26,"MG",2925
26,"MS",316
26,"MT",430
26,"PA",590
26,"PB",423
26,"PE",1010
26,"PI",465
26,"PR",1603
26,"RJ",1487
26,"RN",398
26,"RO",218
26,"RR",72
26,"RS",1341
26,"SC",681
26,"SE",269
26,"SP",8760
26,"TO",113
27,"AC",66
27,"AL",333
27,"AM",370
27,"AP",46
27,"BA",1231
27,"CE",967
27,"DF",1090
27,"ES",287
27,"GO",1322
27,"MA",208
27,"MG",3396
27,"MS",464
27,"MT",390
27,"PA",691
27,"PB",476
27,"PE",1215
27,"PI",489
27,"PR",1931
27,"RJ",1659
27,"RN",394
27,"RO",228
27,"RR",87
27,"RS",1518
27,"SC",972
27,"SE",287
27,"SP",10209
27,"TO",150
28,"AC",71
28,"AL",294
28,"AM",336
28,"AP",47
28,"BA",1248
28,"CE",923
28,"DF",1135
28,"ES",258
28,"GO",1328
28,"MA",179
28,"MG",3295
28,"MS",524
28,"MT",405
28,"PA",630
28,"PB",404
28,"PE",1138
28,"PI",491
28,"PR",2156
28,"RJ",1579
28,"RN",331
28,"RO",226
28,"RR",64
28,"RS",1794
28,"SC",1159
28,"SE",263
28,"SP",10217
28,"TO",157
28,NA,3
29,"AC",41
29,"AL",237
29,"AM",311
29,"AP",26
29,"BA",1178
29,"CE",839
29,"DF",1073
29,"ES",243
29,"GO",1153
29,"MA",135
29,"MG",3248
29,"MS",540
29,"MT",374
29,"PA",598
29,"PB",360
29,"PE",1118
29,"PI",369
29,"PR",1979
29,"RJ",1480
29,"RN",296
29,"RO",203
29,"RR",55
29,"RS",1795
29,"SC",1259
29,"SE",232
29,"SP",9160
29,"TO",144
29,NA,2
30,"AC",55
30,"AL",231
30,"AM",261
30,"AP",40
30,"BA",1098
30,"CE",753
30,"DF",1142
30,"ES",202
30,"GO",1354
30,"MA",147
30,"MG",3199
30,"MS",539
30,"MT",402
30,"PA",582
30,"PB",382
30,"PE",1082
30,"PI",298
30,"PR",1938
30,"RJ",1443
30,"RN",260
30,"RO",240
30,"RR",46
30,"RS",1771
30,"SC",1264
30,"SE",181
30,"SP",8840
30,"TO",161
30,NA,2
31,"AC",54
31,"AL",190
31,"AM",289
31,"AP",40
31,"BA",995
31,"CE",653
31,"DF",1035
31,"ES",201
31,"GO",1342
31,"MA",137
31,"MG",2907
31,"MS",612
31,"MT",357
31,"PA",554
31,"PB",385
31,"PE",1010
31,"PI",233
31,"PR",1952
31,"RJ",1406
31,"RN",206
31,"RO",244
31,"RR",36
31,"RS",1733
31,"SC",1006
31,"SE",140
31,"SP",8311
31,"TO",154
31,NA,1
32,"AC",50
32,"AL",174
32,"AM",207
32,"AP",36
32,"BA",889
32,"CE",595
32,"DF",857
32,"ES",174
32,"GO",1373
32,"MA",143
32,"MG",2738
32,"MS",506
32,"MT",366
32,"PA",476
32,"PB",371
32,"PE",908
32,"PI",256
32,"PR",1898
32,"RJ",1356
32,"RN",179
32,"RO",203
32,"RR",36
32,"RS",1673
32,"SC",931
32,"SE",97
32,"SP",7683
32,"TO",190
33,"AC",47
33,"AL",163
33,"AM",259
33,"AP",48
33,"BA",959
33,"CE",610
33,"DF",909
33,"ES",171
33,"GO",1510
33,"MA",137
33,"MG",3047
33,"MS",551
33,"MT",376
33,"PA",560
33,"PB",340
33,"PE",925
33,"PI",270
33,"PR",1970
33,"RJ",1437
33,"RN",184
33,"RO",236
33,"RR",23
33,"RS",1629
33,"SC",846
33,"SE",98
33,"SP",7637
33,"TO",201
33,NA,1
34,"AC",35
34,"AL",155
34,"AM",256
34,"AP",27
34,"BA",899
34,"CE",640
34,"DF",744
34,"ES",159
34,"GO",1489
34,"MA",118
34,"MG",2781
34,"MS",546
34,"MT",313
34,"PA",498
34,"PB",317
34,"PE",864
34,"PI",244
34,"PR",1676
34,"RJ",1366
34,"RN",139
34,"RO",201
34,"RR",24
34,"RS",1632
34,"SC",706
34,"SE",72
34,"SP",6775
34,"TO",187
34,NA,2
35,"AC",33
35,"AL",121
35,"AM",232
35,"AP",24
35,"BA",767
35,"CE",550
35,"DF",612
35,"ES",115
35,"GO",1176
35,"MA",84
35,"MG",2578
35,"MS",469
35,"MT",237
35,"PA",387
35,"PB",314
35,"PE",797
35,"PI",199
35,"PR",1832
35,"RJ",1373
35,"RN",151
35,"RO",136
35,"RR",19
35,"RS",1580
35,"SC",662
35,"SE",75
35,"SP",6516
35,"TO",160
35,NA,2
36,"AC",32
36,"AL",110
36,"AM",322
36,"AP",29
36,"BA",753
36,"CE",592
36,"DF",504
36,"ES",108
36,"GO",1130
36,"MA",104
36,"MG",2641
36,"MS",482
36,"MT",224
36,"PA",364
36,"PB",271
36,"PE",752
36,"PI",218
36,"PR",1885
36,"RJ",1530
36,"RN",167
36,"RO",160
36,"RR",20
36,"RS",1398
36,"SC",555
36,"SE",86
36,"SP",6643
36,"TO",165
36,NA,1
37,"AC",23
37,"AL",105
37,"AM",340
37,"AP",34
37,"BA",755
37,"CE",534
37,"DF",478
37,"ES",104
37,"GO",1152
37,"MA",78
37,"MG",2347
37,"MS",470
37,"MT",234
37,"PA",367
37,"PB",252
37,"PE",666
37,"PI",213
37,"PR",1572
37,"RJ",1332
37,"RN",123
37,"RO",119
37,"RR",13
37,"RS",1299
37,"SC",570
37,"SE",91
37,"SP",5846
37,"TO",143
37,NA,1
38,"AC",30
38,"AL",105
38,"AM",301
38,"AP",26
38,"BA",681
38,"CE",483
38,"DF",424
38,"ES",77
38,"GO",1070
38,"MA",67
38,"MG",2319
38,"MS",464
38,"MT",226
38,"PA",319
38,"PB",231
38,"PE",626
38,"PI",181
38,"PR",1492
38,"RJ",1149
38,"RN",114
38,"RO",92
38,"RR",20
38,"RS",1115
38,"SC",459
38,"SE",72
38,"SP",5375
38,"TO",125
39,"AC",19
39,"AL",81
39,"AM",374
39,"AP",38
39,"BA",650
39,"CE",446
39,"DF",453
39,"ES",107
39,"GO",915
39,"MA",55
39,"MG",2205
39,"MS",433
39,"MT",214
39,"PA",300
39,"PB",217
39,"PE",551
39,"PI",205
39,"PR",1358
39,"RJ",1144
39,"RN",100
39,"RO",94
39,"RR",17
39,"RS",1199
39,"SC",481
39,"SE",68
39,"SP",5069
39,"TO",111
39,NA,1
40,"AC",28
40,"AL",81
40,"AM",408
40,"AP",57
40,"BA",680
40,"CE",435
40,"DF",391
40,"ES",115
40,"GO",850
40,"MA",75
40,"MG",2243
40,"MS",402
40,"MT",183
40,"PA",338
40,"PB",257
40,"PE",570
40,"PI",189
40,"PR",1412
40,"RJ",1239
40,"RN",122
40,"RO",89
40,"RR",16
40,"RS",1126
40,"SC",511
40,"SE",91
40,"SP",5216
40,"TO",79
40,NA,2
41,"AC",40
41,"AL",71
41,"AM",344
41,"AP",44
41,"BA",650
41,"CE",391
41,"DF",411
41,"ES",122
41,"GO",786
41,"MA",64
41,"MG",2113
41,"MS",363
41,"MT",140
41,"PA",323
41,"PB",252
41,"PE",491
41,"PI",186
41,"PR",1297
41,"RJ",1137
41,"RN",102
41,"RO",90
41,"RR",19
41,"RS",1140
41,"SC",483
41,"SE",108
41,"SP",4724
41,"TO",78
42,"AC",32
42,"AL",68
42,"AM",286
42,"AP",63
42,"BA",623
42,"CE",384
42,"DF",329
42,"ES",102
42,"GO",635
42,"MA",43
42,"MG",1726
42,"MS",294
42,"MT",112
42,"PA",309
42,"PB",227
42,"PE",520
42,"PI",178
42,"PR",1172
42,"RJ",1069
42,"RN",97
42,"RO",80
42,"RR",19
42,"RS",1151
42,"SC",563
42,"SE",88
42,"SP",4178
42,"TO",66
42,NA,1
43,"AC",40
43,"AL",90
43,"AM",341
43,"AP",85
43,"BA",526
43,"CE",389
43,"DF",269
43,"ES",124
43,"GO",470
43,"MA",55
43,"MG",1668
43,"MS",256
43,"MT",104
43,"PA",368
43,"PB",259
43,"PE",579
43,"PI",150
43,"PR",1187
43,"RJ",1124
43,"RN",103
43,"RO",72
43,"RR",24
43,"RS",1213
43,"SC",657
43,"SE",74
43,"SP",4392
43,"TO",70
43,NA,3
44,"AC",40
44,"AL",66
44,"AM",292
44,"AP",97
44,"BA",541
44,"CE",417
44,"DF",260
44,"ES",143
44,"GO",398
44,"MA",49
44,"MG",1606
44,"MS",218
44,"MT",72
44,"PA",312
44,"PB",228
44,"PE",564
44,"PI",127
44,"PR",1232
44,"RJ",1259
44,"RN",108
44,"RO",64
44,"RR",32
44,"RS",1098
44,"SC",746
44,"SE",54
44,"SP",4013
44,"TO",67
44,NA,2
45,"AC",52
45,"AL",96
45,"AM",324
45,"AP",90
45,"BA",603
45,"CE",393
45,"DF",296
45,"ES",170
45,"GO",486
45,"MA",74
45,"MG",1993
45,"MS",294
45,"MT",116
45,"PA",327
45,"PB",251
45,"PE",527
45,"PI",149
45,"PR",1748
45,"RJ",1586
45,"RN",139
45,"RO",118
45,"RR",22
45,"RS",1415
45,"SC",1082
45,"SE",57
45,"SP",5300
45,"TO",82
45,NA,1
46,"AC",46
46,"AL",103
46,"AM",333
46,"AP",70
46,"BA",674
46,"CE",413
46,"DF",303
46,"ES",151
46,"GO",411
46,"MA",69
46,"MG",2258
46,"MS",408
46,"MT",108
46,"PA",331
46,"PB",266
46,"PE",561
46,"PI",132
46,"PR",2159
46,"RJ",1812
46,"RN",148
46,"RO",126
46,"RR",21
46,"RS",1500
46,"SC",1304
46,"SE",61
46,"SP",5913
46,"TO",73
47,"AC",43
47,"AL",151
47,"AM",363
47,"AP",107
47,"BA",863
47,"CE",454
47,"DF",334
47,"ES",159
47,"GO",469
47,"MA",91
47,"MG",2520
47,"MS",562
47,"MT",147
47,"PA",337
47,"PB",296
47,"PE",574
47,"PI",179
47,"PR",2290
47,"RJ",2127
47,"RN",237
47,"RO",157
47,"RR",35
47,"RS",1700
47,"SC",1573
47,"SE",102
47,"SP",6363
47,"TO",102
47,NA,2
48,"AC",31
48,"AL",160
48,"AM",336
48,"AP",89
48,"BA",826
48,"CE",416
48,"DF",280
48,"ES",170
48,"GO",428
48,"MA",65
48,"MG",2582
48,"MS",635
48,"MT",145
48,"PA",300
48,"PB",297
48,"PE",501
48,"PI",125
48,"PR",2272
48,"RJ",2207
48,"RN",186
48,"RO",164
48,"RR",36
48,"RS",1817
48,"SC",1436
48,"SE",84
48,"SP",6322
48,"TO",60
48,NA,1
49,"AC",40
49,"AL",221
49,"AM",459
49,"AP",107
49,"BA",1029
49,"CE",457
49,"DF",365
49,"ES",173
49,"GO",505
49,"MA",89
49,"MG",3037
49,"MS",700
49,"MT",190
49,"PA",423
49,"PB",314
49,"PE",586
49,"PI",168
49,"PR",2244
49,"RJ",2650
49,"RN",270
49,"RO",165
49,"RR",31
49,"RS",1806
49,"SC",1422
49,"SE",110
49,"SP",6984
49,"TO",89
49,NA,1
50,"AC",44
50,"AL",198
50,"AM",565
50,"AP",95
50,"BA",892
50,"CE",442
50,"DF",350
50,"ES",143
50,"GO",488
50,"MA",54
50,"MG",2763
50,"MS",601
50,"MT",214
50,"PA",408
50,"PB",277
50,"PE",562
50,"PI",128
50,"PR",2142
50,"RJ",2472
50,"RN",239
50,"RO",148
50,"RR",26
50,"RS",1590
50,"SC",1157
50,"SE",113
50,"SP",6459
50,"TO",89
50,NA,4
51,"AC",45
51,"AL",223
51,"AM",763
51,"AP",76
51,"BA",803
51,"CE",416
51,"DF",357
51,"ES",153
51,"GO",486
51,"MA",70
51,"MG",2712
51,"MS",477
51,"MT",205
51,"PA",343
51,"PB",296
51,"PE",505
51,"PI",109
51,"PR",1760
51,"RJ",2068
51,"RN",202
51,"RO",100
51,"RR",24
51,"RS",1429
51,"SC",946
51,"SE",80
51,"SP",6173
51,"TO",70
51,NA,3
52,"AC",49
52,"AL",217
52,"AM",1255
52,"AP",63
52,"BA",798
52,"CE",393
52,"DF",352
52,"ES",124
52,"GO",557
52,"MA",77
52,"MG",2979
52,"MS",492
52,"MT",303
52,"PA",392
52,"PB",318
52,"PE",511
52,"PI",104
52,"PR",1725
52,"RJ",2052
52,"RN",211
52,"RO",105
52,"RR",17
52,"RS",1379
52,"SC",961
52,"SE",99
52,"SP",6941
52,"TO",94
52,NA,3
53,"AC",59
53,"AL",205
53,"AM",1936
53,"AP",60
53,"BA",826
53,"CE",434
53,"DF",428
53,"ES",152
53,"GO",667
53,"MA",95
53,"MG",3260
53,"MS",470
53,"MT",339
53,"PA",539
53,"PB",313
53,"PE",547
53,"PI",108
53,"PR",1915
53,"RJ",2094
53,"RN",227
53,"RO",156
53,"RR",42
53,"RS",1433
53,"SC",928
53,"SE",106
53,"SP",7736
53,"TO",109
