"week","age_clas","sg_uf","sobre","obitos","let_obs","week_uf","fit","upr","lwr"
2020-03-21,"age_40_59","SP",641,120,0.157687253613666,3,0.169441435162273,0.179472237799052,0.159410632525494
2020-03-21,"age_60_75","AM",9,8,0.470588235294118,1,0.74770171277212,0.786451744072528,0.708951681471712
2020-03-21,"age_60_75","CE",29,12,0.292682926829268,1,0.562924241562931,0.607260421404278,0.518588061721585
2020-03-21,"age_60_75","MG",20,7,0.259259259259259,1,0.316477117484601,0.370512440901963,0.262441794067239
2020-03-21,"age_60_75","PE",14,17,0.548387096774194,2,0.470841789300068,0.515904760364769,0.425778818235366
2020-03-21,"age_60_75","PR",24,3,0.111111111111111,1,0.290554494880091,0.357910789510568,0.223198200249613
2020-03-21,"age_60_75","RJ",45,56,0.554455445544555,2,0.552488020871369,0.581966385540589,0.523009656202148
2020-03-21,"age_60_75","RS",30,4,0.117647058823529,1,0.133486051851233,0.176402759959513,0.0905693437429542
2020-03-21,"age_60_75","SC",23,5,0.178571428571429,1,0.295474178168743,0.371442680430208,0.219505675907279
2020-03-21,"age_60_75","SP",388,222,0.363934426229508,3,0.381613840656827,0.397693659570942,0.365534021742711
2020-03-21,"age_75","AM",4,3,0.428571428571429,1,0.870894284343406,0.895475515974547,0.846313052712266
2020-03-21,"age_75","CE",10,22,0.6875,1,0.745648187224432,0.781805240118349,0.709491134330516
2020-03-21,"age_75","MG",3,6,0.666666666666667,1,0.51311893362131,0.577039421937831,0.449198445304788
2020-03-21,"age_75","PE",5,11,0.6875,2,0.664448560305432,0.70647302711563,0.622424093495234
2020-03-21,"age_75","PR",4,3,0.428571428571429,1,0.482458311714103,0.565544300974493,0.399372322453714
2020-03-21,"age_75","RJ",23,47,0.671428571428571,2,0.733152416900048,0.758709552195663,0.707595281604434
2020-03-21,"age_75","RS",9,4,0.307692307692308,1,0.259612370042455,0.331590959400214,0.187633780684696
2020-03-21,"age_75","SC",2,5,0.714285714285714,1,0.488390447309787,0.581119853276543,0.395661041343031
2020-03-21,"age_75","SP",132,184,0.582278481012658,3,0.573298001455444,0.592544798391429,0.554051204519458
2020-03-28,"age_0_19","AM",4,1,0.2,2,0.337731760296545,0.399015500683851,0.276448019909239
2020-03-28,"age_0_19","BA",3,0,0,1,0.227539611826313,0.280382051402959,0.174697172249666
2020-03-28,"age_0_19","CE",1,0,0,2,0.210893349926322,0.255390946364531,0.166395753488114
2020-03-28,"age_0_19","DF",1,0,0,1,0.0751794661880848,0.1110207087357,0.0393382236404693
2020-03-28,"age_0_19","MA",2,0,0,1,0.243805156920124,0.306366317841593,0.181243995998654
2020-03-28,"age_0_19","MG",1,0,0,2,0.0910058105713271,0.116537161423976,0.0654744597186781
2020-03-28,"age_0_19","PA",1,0,0,1,0.253222998953654,0.313900113242969,0.192545884664339
2020-03-28,"age_0_19","PE",2,1,0.333333333333333,3,0.156626897669165,0.187213430792257,0.126040364546074
2020-03-28,"age_0_19","RJ",10,0,0,3,0.202833525313989,0.236600552707495,0.169066497920482
2020-03-28,"age_0_19","RS",3,0,0,2,0.0355553702764138,0.0486428929424654,0.0224678476103622
2020-03-28,"age_0_19","SC",1,0,0,2,0.0856473379795038,0.115433485279118,0.0558611906798895
2020-03-28,"age_0_19","SP",33,3,0.0833333333333333,4,0.102362030118796,0.11767692561559,0.0870471346220016
2020-03-28,"age_20_39","AM",28,4,0.125,2,0.267760430850569,0.302848716449955,0.232672145251182
2020-03-28,"age_20_39","BA",3,2,0.4,1,0.164330312232033,0.190779433962551,0.137881190501515
2020-03-28,"age_20_39","CE",28,5,0.151515151515152,2,0.160819216299934,0.18373569533953,0.137902737260338
2020-03-28,"age_20_39","DF",3,1,0.25,1,0.0514745994087986,0.0737433344768606,0.0292058643407366
2020-03-28,"age_20_39","MA",14,0,0,1,0.177113394137596,0.211347663665672,0.14287912460952
2020-03-28,"age_20_39","MG",11,0,0,2,0.0669813028670911,0.0814247668332028,0.0525378389009795
2020-03-28,"age_20_39","PA",7,0,0,1,0.184583870290105,0.216335964364472,0.152831776215738
2020-03-28,"age_20_39","PE",19,3,0.136363636363636,3,0.125136982915591,0.142042121531261,0.108231844299921
2020-03-28,"age_20_39","PR",10,2,0.166666666666667,2,0.0601383733962264,0.0764673282321121,0.0438094185603408
2020-03-28,"age_20_39","RJ",80,22,0.215686274509804,3,0.163858670078367,0.179642878311717,0.148074461845016
2020-03-28,"age_20_39","RS",10,0,0,2,0.0257544087806105,0.0338176241839507,0.0176911933772702
2020-03-28,"age_20_39","SC",11,0,0,2,0.0629394602523376,0.0817348255801833,0.0441440949244918
2020-03-28,"age_20_39","SP",427,38,0.0817204301075269,4,0.0861975623110621,0.0923589442931299,0.0800361803289944
2020-03-28,"age_40_59","AM",47,30,0.38961038961039,2,0.444757946181896,0.483001932573069,0.406513959790722
2020-03-28,"age_40_59","BA",14,5,0.263157894736842,1,0.296732074494809,0.33125009868226,0.262214050307358
2020-03-28,"age_40_59","CE",60,26,0.302325581395349,2,0.295669758494919,0.325580157782602,0.265759359207236
2020-03-28,"age_40_59","DF",12,5,0.294117647058824,1,0.10429632745417,0.145587086121385,0.0630055687869544
2020-03-28,"age_40_59","MA",22,6,0.214285714285714,1,0.315920913713818,0.362022373019153,0.269819454408484
2020-03-28,"age_40_59","MG",36,2,0.0526315789473684,2,0.13588809010176,0.16099065857943,0.110785521624091
2020-03-28,"age_40_59","PA",13,7,0.35,1,0.326920150357696,0.366662314527908,0.287177986187484
2020-03-28,"age_40_59","PE",47,18,0.276923076923077,3,0.242119463193324,0.267478905336882,0.216760021049767
2020-03-28,"age_40_59","PR",39,7,0.152173913043478,2,0.122933052004122,0.152463146037974,0.0934029579702698
2020-03-28,"age_40_59","RJ",169,63,0.271551724137931,3,0.304442899650153,0.323502839114824,0.285382960185483
2020-03-28,"age_40_59","RS",35,1,0.0277777777777778,2,0.0547373529992465,0.0707029359335214,0.0387717700649715
2020-03-28,"age_40_59","SC",25,8,0.242424242424242,2,0.128259810178983,0.162452817608477,0.094066802749489
2020-03-28,"age_40_59","SP",954,190,0.166083916083916,4,0.176403685883844,0.184204501271283,0.168602870496406
2020-03-28,"age_60_75","AM",18,31,0.63265306122449,2,0.713510701128144,0.745777600593526,0.681243801662761
2020-03-28,"age_60_75","BA",3,5,0.625,1,0.574244406403043,0.614808763988563,0.533680048817523
2020-03-28,"age_60_75","CE",32,26,0.448275862068966,2,0.566200551791246,0.601333793300673,0.531067310281818
2020-03-28,"age_60_75","DF",10,1,0.0909090909090909,1,0.271252826993924,0.358583127194945,0.183922526792902
2020-03-28,"age_60_75","MA",7,4,0.363636363636364,1,0.596166259971145,0.647790864570949,0.544541655371341
2020-03-28,"age_60_75","MG",26,11,0.297297297297297,2,0.328384594808837,0.37516601793547,0.281603171682204
2020-03-28,"age_60_75","PA",6,8,0.571428571428571,1,0.608247101618299,0.651567915303684,0.564926287932914
2020-03-28,"age_60_75","PE",16,24,0.6,3,0.491449001178555,0.526128580958936,0.456769421398175
2020-03-28,"age_60_75","PR",25,7,0.21875,2,0.303523883036291,0.361134699442551,0.245913066630031
2020-03-28,"age_60_75","RJ",71,104,0.594285714285714,3,0.569707442292466,0.591871034453534,0.547543850131399
2020-03-28,"age_60_75","RS",24,6,0.2,2,0.152574973495031,0.192142540744364,0.113007406245697
2020-03-28,"age_60_75","SC",16,4,0.2,2,0.313875379115232,0.379370263007129,0.248380495223334
2020-03-28,"age_60_75","SP",486,295,0.377720870678617,4,0.38677675157395,0.399024971459188,0.374528531688712
2020-03-28,"age_75","AM",8,15,0.652173913043478,2,0.847152984609405,0.869047155621023,0.825258813597786
2020-03-28,"age_75","BA",1,3,0.75,1,0.754301432768834,0.786869853141964,0.721733012395705
2020-03-28,"age_75","CE",14,37,0.725490196078431,2,0.74389522231905,0.772802435096818,0.714988009541281
2020-03-28,"age_75","DF",3,4,0.571428571428571,1,0.458650017708996,0.569139384243444,0.348160651174549
2020-03-28,"age_75","MA",2,6,0.75,1,0.770654986157087,0.810232123622786,0.731077848691388
2020-03-28,"age_75","MG",17,10,0.37037037037037,2,0.521099244945449,0.575191314290842,0.467007175600056
2020-03-28,"age_75","PA",2,7,0.777777777777778,1,0.779447042419676,0.812819329805351,0.746074755034
2020-03-28,"age_75","PE",6,25,0.806451612903226,3,0.677829823900378,0.70946051605818,0.646199131742575
2020-03-28,"age_75","PR",6,6,0.5,2,0.49234417892722,0.561613375558727,0.423074982295713
2020-03-28,"age_75","RJ",40,77,0.658119658119658,3,0.742438461757076,0.761473604918906,0.723403318595245
2020-03-28,"age_75","RS",11,9,0.45,2,0.286059715129893,0.34910988172605,0.223009548533737
2020-03-28,"age_75","SC",3,13,0.8125,2,0.504470949910648,0.581709863020377,0.427232036800919
2020-03-28,"age_75","SP",202,300,0.597609561752988,4,0.573630357522456,0.58820747556463,0.559053239480282
2020-04-04,"age_0_19","AM",11,1,0.0833333333333333,3,0.287089662818629,0.332068997768795,0.242110327868464
2020-04-04,"age_0_19","BA",1,0,0,2,0.216307369828246,0.259883141773911,0.172731597882581
2020-04-04,"age_0_19","CE",9,1,0.1,3,0.202068257666721,0.237166099330014,0.166970416003429
2020-04-04,"age_0_19","DF",1,0,0,2,0.0789707432310198,0.110267175069608,0.0476743113924313
2020-04-04,"age_0_19","ES",1,0,0,1,0.294923878701914,0.382135815737379,0.207711941666448
2020-04-04,"age_0_19","GO",1,0,0,1,0.126003478975735,0.180849648282108,0.0711573096693626
2020-04-04,"age_0_19","MA",1,2,0.666666666666667,2,0.233025302063169,0.283335806546061,0.182714797580278
2020-04-04,"age_0_19","MG",1,0,0,3,0.0900661429479269,0.111275572219685,0.0688567136761691
2020-04-04,"age_0_19","PA",5,2,0.285714285714286,2,0.240118711877289,0.288472314735671,0.191765109018908
2020-04-04,"age_0_19","PE",12,0,0,4,0.158478395642315,0.183275715768851,0.133681075515779
2020-04-04,"age_0_19","PR",2,0,0,3,0.0816439698218086,0.103723802623809,0.0595641370198084
2020-04-04,"age_0_19","RJ",9,1,0.1,4,0.202652926772401,0.230204326303894,0.175101527240909
2020-04-04,"age_0_19","RN",3,2,0.4,1,0.166510958539004,0.229382023127198,0.103639893950809
2020-04-04,"age_0_19","RS",2,0,0,3,0.0387722951301809,0.0503841662241198,0.0271604240362421
2020-04-04,"age_0_19","SC",1,0,0,3,0.0871339548545616,0.112277113710854,0.0619907959982692
2020-04-04,"age_0_19","SP",41,2,0.0465116279069767,5,0.0985396672724635,0.111056141059014,0.0860231934859128
2020-04-04,"age_20_39","AM",62,13,0.173333333333333,3,0.236732729260741,0.26085881633721,0.212606642184272
2020-04-04,"age_20_39","BA",3,3,0.5,2,0.165216887908707,0.187860333136611,0.142573442680804
2020-04-04,"age_20_39","CE",29,9,0.236842105263158,3,0.163210343835578,0.181087510135366,0.145333177535789
2020-04-04,"age_20_39","DF",7,0,0,2,0.0579209120568478,0.0785587400032516,0.0372830841104441
2020-04-04,"age_20_39","ES",3,2,0.4,1,0.21828528244848,0.276720610570391,0.159849954326568
2020-04-04,"age_20_39","GO",9,0,0,1,0.0877945820961178,0.122630399944278,0.0529587642479575
2020-04-04,"age_20_39","MA",40,7,0.148936170212766,2,0.178887479799711,0.206614645189481,0.15116031440994
2020-04-04,"age_20_39","MG",16,1,0.0588235294117647,3,0.0708343492267839,0.0834975666903645,0.0581711317632033
2020-04-04,"age_20_39","PA",20,9,0.310344827586207,2,0.18472983178588,0.209811499410335,0.159648164161424
2020-04-04,"age_20_39","PE",62,9,0.126760563380282,4,0.134782924085319,0.148249154537814,0.121316693632824
2020-04-04,"age_20_39","PR",13,1,0.0714285714285714,3,0.0640839051773989,0.0783083356397113,0.0498594747150864
2020-04-04,"age_20_39","RJ",132,30,0.185185185185185,4,0.173715998194236,0.186167419723134,0.161264576665338
2020-04-04,"age_20_39","RN",7,1,0.125,1,0.11767249952135,0.157980441396514,0.0773645576461855
2020-04-04,"age_20_39","RS",11,0,0,3,0.030130581782797,0.0376871922692764,0.0225739712963175
2020-04-04,"age_20_39","SC",12,0,0,3,0.0684811496375486,0.0852682269875496,0.0516940722875475
2020-04-04,"age_20_39","SP",392,33,0.0776470588235294,5,0.0884979659041235,0.093549427139992,0.0834465046682551
2020-04-04,"age_40_59","AM",112,62,0.35632183908046,3,0.409238885201746,0.4366113163951,0.381866454008391
2020-04-04,"age_40_59","BA",6,7,0.538461538461538,2,0.302426049710092,0.332532066599359,0.272320032820826
2020-04-04,"age_40_59","CE",69,36,0.342857142857143,3,0.303440197074031,0.326584744029547,0.280295650118516
2020-04-04,"age_40_59","DF",13,1,0.0714285714285714,2,0.118692590732657,0.157073623013563,0.0803115584517522
2020-04-04,"age_40_59","ES",9,9,0.5,1,0.37466846866959,0.450489765452963,0.298847171886216
2020-04-04,"age_40_59","GO",13,2,0.133333333333333,1,0.171161353613311,0.230807639143462,0.111515068083159
2020-04-04,"age_40_59","MA",35,8,0.186046511627907,2,0.323056182795947,0.360435307183532,0.285677058408362
2020-04-04,"age_40_59","MG",23,3,0.115384615384615,3,0.145495179707297,0.167756240043964,0.123234119370631
2020-04-04,"age_40_59","PA",47,21,0.308823529411765,2,0.331704916885322,0.362977706351909,0.300432127418735
2020-04-04,"age_40_59","PE",140,29,0.171597633136095,4,0.261295142391202,0.280980256078649,0.241610028703755
2020-04-04,"age_40_59","PR",16,8,0.333333333333333,3,0.132645366155505,0.158609822042644,0.106680910268365
2020-04-04,"age_40_59","RJ",289,146,0.335632183908046,4,0.323124483654839,0.337528177924727,0.30872078938495
2020-04-04,"age_40_59","RN",5,4,0.444444444444444,1,0.222490518381389,0.287361706820601,0.157619329942177
2020-04-04,"age_40_59","RS",25,2,0.0740740740740741,3,0.0648847615254065,0.0799664547220246,0.0498030683287884
2020-04-04,"age_40_59","SC",23,2,0.08,3,0.141038148351396,0.171732273834133,0.110344022868659
2020-04-04,"age_40_59","SP",930,217,0.189189189189189,5,0.182405566541967,0.188650060656286,0.176161072427648
2020-04-04,"age_60_75","AM",35,114,0.76510067114094,3,0.676946546245459,0.702198141080726,0.651694951410192
2020-04-04,"age_60_75","BA",2,9,0.818181818181818,2,0.574099863782435,0.609130341492962,0.539069386071908
2020-04-04,"age_60_75","CE",47,61,0.564814814814815,3,0.568545204305685,0.595310004482262,0.541780404129107
2020-04-04,"age_60_75","DF",3,3,0.5,2,0.295150396128899,0.371463465829518,0.21883732642828
2020-04-04,"age_60_75","ES",9,6,0.4,1,0.656978360338308,0.730071156790818,0.583885563885798
2020-04-04,"age_60_75","GO",7,3,0.3,1,0.397636971061502,0.498375193601839,0.296898748521166
2020-04-04,"age_60_75","MA",20,12,0.375,2,0.597391530007816,0.638724573313224,0.556058486702408
2020-04-04,"age_60_75","MG",16,12,0.428571428571429,3,0.339955618752531,0.379860015293414,0.300051222211649
2020-04-04,"age_60_75","PA",15,30,0.666666666666667,2,0.606801265038423,0.640725126694383,0.572877403382463
2020-04-04,"age_60_75","PE",35,68,0.660194174757282,4,0.510192632995284,0.535830148078897,0.48455511791167
2020-04-04,"age_60_75","PR",10,6,0.375,3,0.316288430212385,0.364890165314686,0.267686695110084
2020-04-04,"age_60_75","RJ",135,197,0.593373493975904,4,0.584330026793204,0.600448895551032,0.568211158035376
2020-04-04,"age_60_75","RN",4,2,0.333333333333333,1,0.477736381822648,0.571205739153651,0.384267024491646
2020-04-04,"age_60_75","RS",20,3,0.130434782608696,3,0.173478854002078,0.208855526309366,0.138102181694789
2020-04-04,"age_60_75","SC",9,4,0.307692307692308,3,0.331855038496405,0.387771062847533,0.275939014145278
2020-04-04,"age_60_75","SP",459,306,0.4,5,0.390345513167709,0.400017006177632,0.380674020157786
2020-04-04,"age_75","AM",10,44,0.814814814814815,3,0.820214025284664,0.838610542131864,0.801817508437465
2020-04-04,"age_75","BA",3,13,0.8125,2,0.749987568502205,0.778279277295797,0.721695859708614
2020-04-04,"age_75","CE",22,50,0.694444444444444,3,0.741531108054601,0.763784244690778,0.719277971418424
2020-04-04,"age_75","DF",2,2,0.5,2,0.482369341770721,0.57460401169361,0.390134671847831
2020-04-04,"age_75","ES",1,14,0.933333333333333,1,0.81341499791375,0.86354412203249,0.763285873795011
2020-04-04,"age_75","GO",3,4,0.571428571428571,1,0.60041057476289,0.702340508586442,0.498480640939337
2020-04-04,"age_75","MA",6,13,0.684210526315789,2,0.767554857527526,0.799618250043486,0.735491465011566
2020-04-04,"age_75","MG",16,11,0.407407407407407,3,0.52860166300973,0.573742702785019,0.48346062323444
2020-04-04,"age_75","PA",9,18,0.666666666666667,2,0.774488854645767,0.801139189235253,0.747838520056281
2020-04-04,"age_75","PE",15,49,0.765625,4,0.689618448662714,0.712591537321885,0.666645360003544
2020-04-04,"age_75","PR",5,20,0.8,3,0.501785515068478,0.558797382188234,0.444773647948722
2020-04-04,"age_75","RJ",59,189,0.762096774193548,4,0.749910359884928,0.763693119210675,0.736127600559181
2020-04-04,"age_75","RN",3,2,0.4,1,0.675547335622229,0.758615895924016,0.592478775320441
2020-04-04,"age_75","RS",9,5,0.357142857142857,3,0.313642225409915,0.3671862339136,0.260098216906229
2020-04-04,"age_75","SC",4,2,0.333333333333333,3,0.519544229665493,0.583383671059276,0.455704788271711
2020-04-04,"age_75","SP",193,286,0.597077244258873,5,0.572876291156046,0.584239874447449,0.561512707864644
2020-04-11,"age_0_19","AM",8,0,0,4,0.242233846357104,0.274748749856354,0.209718942857855
2020-04-11,"age_0_19","CE",6,1,0.142857142857143,4,0.192553412517905,0.220048383287822,0.165058441747988
2020-04-11,"age_0_19","GO",1,1,0.5,2,0.124995298412619,0.170080101465418,0.0799104953598195
2020-04-11,"age_0_19","MA",4,0,0,3,0.222365302051829,0.262120947542184,0.182609656561473
2020-04-11,"age_0_19","MG",1,0,0,4,0.0888607765311665,0.106409911634266,0.0713116414280671
2020-04-11,"age_0_19","PA",9,2,0.181818181818182,3,0.227087422104538,0.264816427484894,0.189358416724182
2020-04-11,"age_0_19","PB",4,0,0,1,0.25027971249392,0.312092533022412,0.188466891965428
2020-04-11,"age_0_19","PE",17,5,0.227272727272727,5,0.159174472037859,0.179598228909312,0.138750715166406
2020-04-11,"age_0_19","PR",1,0,0,4,0.0811289786190597,0.0994059121347295,0.06285204510339
2020-04-11,"age_0_19","RJ",16,6,0.272727272727273,5,0.200486867296817,0.223393153294678,0.177580581298956
2020-04-11,"age_0_19","RN",2,0,0,2,0.165737682188413,0.217440899424731,0.114034464952094
2020-04-11,"age_0_19","SC",1,0,0,4,0.0879847320054285,0.109344503701047,0.0666249603098105
2020-04-11,"age_0_19","SP",41,4,0.0888888888888889,6,0.0944973707350606,0.105179271684676,0.0838154697854455
2020-04-11,"age_20_39","AL",2,1,0.333333333333333,1,0.209724097901562,0.25218680830297,0.167261387500153
2020-04-11,"age_20_39","AM",82,17,0.171717171717172,4,0.209127479836821,0.225515265641924,0.192739694031717
2020-04-11,"age_20_39","BA",18,1,0.0526315789473684,3,0.166024762155108,0.185186688767283,0.146862835542933
2020-04-11,"age_20_39","CE",51,10,0.163934426229508,4,0.164760606451086,0.17841388859508,0.151107324307092
2020-04-11,"age_20_39","DF",3,0,0,3,0.0649092652617755,0.0834763515029207,0.0463421790206304
2020-04-11,"age_20_39","ES",9,0,0,2,0.23807225123328,0.288157024103817,0.187987478362742
2020-04-11,"age_20_39","GO",8,0,0,2,0.0929151308178999,0.122977175388712,0.0628530862470875
2020-04-11,"age_20_39","MA",62,9,0.126760563380282,3,0.180487113409792,0.2023680190291,0.158606207790484
2020-04-11,"age_20_39","MG",10,1,0.0909090909090909,4,0.0746510457291808,0.0856913730254633,0.0636107184328983
2020-04-11,"age_20_39","PA",73,12,0.141176470588235,3,0.184530947339205,0.203550873098639,0.165511021579771
2020-04-11,"age_20_39","PB",8,0,0,1,0.18224369834287,0.216461673994074,0.148025722691666
2020-04-11,"age_20_39","PE",216,20,0.0847457627118644,5,0.143940400606703,0.154679391021753,0.133201410191653
2020-04-11,"age_20_39","PR",8,0,0,4,0.0680632798765669,0.080502934496779,0.0556236252563548
2020-04-11,"age_20_39","RJ",178,49,0.215859030837004,5,0.182155483765375,0.19223145563101,0.17207951189974
2020-04-11,"age_20_39","RN",9,5,0.357142857142857,2,0.124691037255669,0.159213397836728,0.0901686766746097
2020-04-11,"age_20_39","RS",17,0,0,4,0.0350990222023474,0.0420844301792488,0.028113614225446
2020-04-11,"age_20_39","SC",5,1,0.166666666666667,4,0.0739037267713878,0.0890630157907587,0.0587444377520168
2020-04-11,"age_20_39","SP",434,41,0.0863157894736842,6,0.0904802891586218,0.0950118982186444,0.0859486800985992
2020-04-11,"age_40_59","AL",13,4,0.235294117647059,1,0.362820619317116,0.416250550089761,0.309390688544471
2020-04-11,"age_40_59","AM",180,102,0.361702127659574,4,0.375164050310159,0.394414261508423,0.355913839111894
2020-04-11,"age_40_59","BA",19,10,0.344827586206897,3,0.307783328582627,0.333755974264326,0.281810682900927
2020-04-11,"age_40_59","CE",92,49,0.347517730496454,4,0.30935044150239,0.326781747465689,0.29191913553909
2020-04-11,"age_40_59","DF",16,1,0.0588235294117647,3,0.13422711236817,0.168748397404813,0.0997058273315268
2020-04-11,"age_40_59","ES",11,9,0.45,2,0.406335200606883,0.469219437998625,0.343450963215142
2020-04-11,"age_40_59","GO",14,6,0.3,2,0.183260973020884,0.234911301048746,0.131610644993021
2020-04-11,"age_40_59","MA",63,32,0.336842105263158,3,0.329712218447387,0.359200079111529,0.300224357783245
2020-04-11,"age_40_59","MG",31,10,0.24390243902439,4,0.154820932478305,0.174398061083276,0.135243803873333
2020-04-11,"age_40_59","PA",124,59,0.322404371584699,3,0.335729765056813,0.359197092097922,0.312262438015704
2020-04-11,"age_40_59","PB",5,9,0.642857142857143,1,0.323491326459685,0.368238137724731,0.278744515194639
2020-04-11,"age_40_59","PE",275,65,0.191176470588235,5,0.278691753498475,0.293783894563409,0.263599612433541
2020-04-11,"age_40_59","PR",20,6,0.230769230769231,4,0.142245923482045,0.165127042075004,0.119364804889085
2020-04-11,"age_40_59","RJ",425,214,0.33489827856025,5,0.338534645855108,0.34958577494221,0.327483516768006
2020-04-11,"age_40_59","RN",5,2,0.285714285714286,2,0.237833020380285,0.293214403692846,0.182451637067724
2020-04-11,"age_40_59","RS",36,1,0.027027027027027,4,0.0762950126139432,0.0902776498245538,0.0623123754033326
2020-04-11,"age_40_59","SC",14,1,0.0666666666666667,4,0.15340409574141,0.181233879325171,0.12557431215765
2020-04-11,"age_40_59","SP",1032,208,0.167741935483871,6,0.186984472627521,0.192511093847699,0.181457851407344
2020-04-11,"age_60_75","AL",3,4,0.571428571428571,1,0.645417255849685,0.698616261045613,0.592218250653758
2020-04-11,"age_60_75","AM",79,159,0.668067226890756,4,0.638739713181324,0.657985616310668,0.61949381005198
2020-04-11,"age_60_75","BA",12,15,0.555555555555556,3,0.573558373989099,0.603508084292667,0.543608663685531
2020-04-11,"age_60_75","CE",74,107,0.591160220994475,4,0.568777780061354,0.588697118526991,0.548858441595718
