"week","age_clas","sg_uf","sobre","obitos","let_obs","min","week_uf","fit","upr","lwr"
1,"age_40_59","AL",37,8,0.177777777777778,1,1,0.206926916398837,0.23474666689409,0.179107165903585
1,"age_40_59","AM",359,293,0.449386503067485,1,1,0.428174010587268,0.444760329385462,0.411587691789073
1,"age_40_59","AP",13,4,0.235294117647059,1,1,0.278884957253016,0.340760367199171,0.21700954730686
1,"age_40_59","BA",152,32,0.173913043478261,1,1,0.268458744818059,0.284739268830667,0.252178220805452
1,"age_40_59","CE",57,26,0.313253012048193,1,1,0.378469911964308,0.398944790646691,0.357995033281926
1,"age_40_59","DF",90,7,0.0721649484536082,1,1,0.224458071275831,0.24584884407993,0.203067298471731
1,"age_40_59","ES",12,12,0.5,1,1,0.476912861740052,0.527541160459741,0.426284563020363
1,"age_40_59","GO",164,34,0.171717171717172,1,1,0.291979238387683,0.308047823377915,0.275910653397452
1,"age_40_59","MA",18,5,0.217391304347826,1,1,0.361441747050928,0.40094882856576,0.321934665536096
1,"age_40_59","MG",549,128,0.189069423929099,1,1,0.269239517427162,0.279529872563796,0.258949162290527
1,"age_40_59","MS",83,22,0.20952380952381,1,1,0.322907737619644,0.350060649342874,0.295754825896413
1,"age_40_59","MT",89,12,0.118811881188119,1,1,0.175659574432422,0.196941940139579,0.154377208725264
1,"age_40_59","PA",83,38,0.31404958677686,1,1,0.423884261929777,0.447289740798285,0.400478783061269
1,"age_40_59","PB",52,18,0.257142857142857,1,1,0.324419590473128,0.351301933028701,0.297537247917555
1,"age_40_59","PE",43,32,0.426666666666667,1,1,0.381150582423645,0.411443099860468,0.350858064986822
1,"age_40_59","PI",13,8,0.380952380952381,1,1,0.337138283178464,0.378765701976965,0.295510864379963
1,"age_40_59","PR",379,66,0.148314606741573,1,1,0.257291547268605,0.269402661049125,0.245180433488085
1,"age_40_59","RJ",240,102,0.298245614035088,1,1,0.369329452357042,0.384013049720028,0.354645854994056
1,"age_40_59","RN",32,8,0.2,1,1,0.376553830519429,0.411786353826605,0.341321307212254
1,"age_40_59","RO",42,26,0.382352941176471,1,1,0.519553360724571,0.555670435874608,0.483436285574535
1,"age_40_59","RS",218,54,0.198529411764706,1,1,0.310161899474347,0.323064942510177,0.297258856438518
1,"age_40_59","SC",171,33,0.161764705882353,1,1,0.25632263574832,0.271280713206338,0.241364558290302
1,"age_40_59","SE",14,12,0.461538461538462,1,1,0.407893069772876,0.455641699710289,0.360144439835463
1,"age_40_59","SP",1529,316,0.171273712737127,1,1,0.225694965460277,0.23189459010653,0.219495340814024
1,"age_40_59","TO",11,9,0.45,1,1,0.429498610967881,0.488599802735811,0.370397419199951
1,"age_60","AC",10,8,0.444444444444444,1,1,0.523809736071371,0.586809040384516,0.460810431758226
1,"age_60","AL",61,37,0.377551020408163,1,1,0.383465795059707,0.41957054702229,0.347361043097123
1,"age_60","AM",262,551,0.677736777367774,1,1,0.690215808218745,0.704162555425335,0.676269061012155
1,"age_60","AP",18,13,0.419354838709677,1,1,0.493663202782726,0.566451397386984,0.420875008178468
1,"age_60","BA",223,186,0.454767726161369,1,1,0.473237172287271,0.491209024755242,0.4552653198193
1,"age_60","CE",105,96,0.477611940298507,1,1,0.616130401093013,0.635188522188634,0.597072279997392
1,"age_60","DF",81,48,0.372093023255814,1,1,0.480365627511183,0.508709771033865,0.452021483988501
1,"age_60","ES",24,52,0.684210526315789,1,1,0.716779402972317,0.755777919236384,0.67778088670825
1,"age_60","GO",150,126,0.456521739130435,1,1,0.523077147811191,0.540774480376011,0.50537981524637
1,"age_60","MA",28,19,0.404255319148936,1,1,0.575317694824492,0.61415856031324,0.536476829335743
1,"age_60","MG",836,722,0.463414634146341,1,1,0.510043024880414,0.52027851441833,0.499807535342498
1,"age_60","MS",93,83,0.471590909090909,1,1,0.603148163157212,0.63036359713604,0.575932729178384
1,"age_60","MT",99,44,0.307692307692308,1,1,0.353389540020616,0.383640453116426,0.323138626924805
1,"age_60","PA",113,140,0.553359683794466,1,1,0.685459477569449,0.704525134715572,0.666393820423326
1,"age_60","PB",72,71,0.496503496503497,1,1,0.54377925911768,0.571556895316767,0.516001622918594
1,"age_60","PE",56,92,0.621621621621622,1,1,0.654842600894212,0.682715649253282,0.626969552535142
1,"age_60","PI",34,26,0.433333333333333,1,1,0.560997793866344,0.602702957999095,0.519292629733594
1,"age_60","PR",464,315,0.404364569961489,1,1,0.498473150386576,0.511955018155809,0.484991282617343
1,"age_60","RJ",405,583,0.590080971659919,1,1,0.615403426049735,0.62833587873576,0.602470973363711
1,"age_60","RN",41,45,0.523255813953488,1,1,0.595726398150841,0.629062597642573,0.562390198659109
1,"age_60","RO",23,63,0.732558139534884,1,1,0.728412857215621,0.756696906956416,0.700128807474826
1,"age_60","RS",435,272,0.384724186704385,1,1,0.564275162699446,0.576840110265374,0.551710215133518
1,"age_60","SC",251,180,0.417633410672854,1,1,0.528404834777607,0.545303751569987,0.511505917985228
1,"age_60","SE",18,37,0.672727272727273,1,1,0.626746331877938,0.669546270249001,0.583946393506874
1,"age_60","SP",2075,1475,0.415492957746479,1,1,0.475368082687777,0.482175387076574,0.468560778298979
1,"age_60","TO",18,25,0.581395348837209,1,1,0.684971864288248,0.732865392092893,0.637078336483603
2,"age_0_19","AL",3,1,0.25,1,2,0.132647393853596,0.180362867262465,0.0849319204447276
2,"age_0_19","AM",26,9,0.257142857142857,1,2,0.139844895121705,0.171094004147552,0.108595786095858
2,"age_0_19","AP",10,1,0.0909090909090909,1,2,0.0293425196059153,0.0491899914689226,0.00949504774290795
2,"age_0_19","BA",12,1,0.0769230769230769,1,2,0.109515118769359,0.137347414365122,0.0816828231735962
2,"age_0_19","CE",10,4,0.285714285714286,1,2,0.196394319299528,0.238477661796215,0.154310976802841
2,"age_0_19","DF",4,0,0,1,2,0.0374901054580958,0.0642831525129681,0.0106970584032236
2,"age_0_19","ES",1,0,0,1,2,0.243066949684452,0.343410490828598,0.142723408540305
2,"age_0_19","GO",2,1,0.333333333333333,1,2,0.116288893460558,0.1589421600634,0.0736356268577161
2,"age_0_19","MA",4,0,0,1,2,0.189625261670817,0.258028276742364,0.121222246599271
2,"age_0_19","MG",20,0,0,1,2,0.0940160175508499,0.120830422916757,0.0672016121849428
2,"age_0_19","MS",2,0,0,1,2,0.0702796922792541,0.13087033847377,0.00968904608473846
2,"age_0_19","MT",6,0,0,1,2,0.0854184389974714,0.121111478649666,0.0497253993452765
2,"age_0_19","PA",17,2,0.105263157894737,1,2,0.189761923990235,0.230167878740436,0.149355969240034
2,"age_0_19","PB",1,0,0,1,2,0.0968675824291869,0.135915456762358,0.0578197080960155
2,"age_0_19","PE",2,0,0,1,2,0.160950851865315,0.201312253312998,0.120589450417631
2,"age_0_19","PR",15,1,0.0625,1,2,0.0974768496409189,0.12764168932047,0.067312009961368
2,"age_0_19","RJ",23,2,0.08,1,2,0.121105996257587,0.147811695950347,0.0944002965648272
2,"age_0_19","RN",2,1,0.333333333333333,1,2,0.130403074351731,0.192768551297438,0.0680375974060245
2,"age_0_19","RO",1,0,0,1,2,0.316978565276446,0.428979827457047,0.204977303095844
2,"age_0_19","RS",13,0,0,1,2,0.117842423080074,0.156065990784834,0.0796188553753149
2,"age_0_19","SC",1,2,0.666666666666667,1,2,0.113714787303967,0.155681260747482,0.0717483138604511
2,"age_0_19","SE",4,1,0.2,1,2,0.156896553848663,0.20789254969557,0.105900558001756
2,"age_0_19","SP",73,5,0.0641025641025641,1,2,0.0623885467671218,0.0745421927595116,0.050234900774732
2,"age_20_39","AC",10,1,0.0909090909090909,1,2,0.159750139537642,0.211327447570258,0.108172831505026
2,"age_20_39","AL",19,2,0.0952380952380952,1,2,0.170804527886067,0.201526372340297,0.140082683431838
2,"age_20_39","AM",162,72,0.307692307692308,1,2,0.238469200262203,0.257603190724274,0.219335209800133
2,"age_20_39","AP",6,1,0.142857142857143,1,2,0.155670768863065,0.205222474261051,0.10611906346508
2,"age_20_39","BA",44,4,0.0833333333333333,1,2,0.198677965957216,0.217383316414246,0.179972615500185
2,"age_20_39","CE",40,7,0.148936170212766,1,2,0.269137244410143,0.291327098124811,0.246947390695475
2,"age_20_39","DF",18,2,0.1,1,2,0.141685738306613,0.162607254580299,0.120764222032926
2,"age_20_39","ES",3,1,0.25,1,2,0.362481341660602,0.419425729644475,0.305536953676729
2,"age_20_39","GO",62,12,0.162162162162162,1,2,0.209098902265142,0.227535853675093,0.19066195085519
2,"age_20_39","MA",13,5,0.277777777777778,1,2,0.228961137147258,0.266002122675378,0.191920151619139
2,"age_20_39","MG",149,26,0.148571428571429,1,2,0.173186937190962,0.185809217018088,0.160564657363837
2,"age_20_39","MS",27,5,0.15625,1,2,0.178708558150704,0.207242993564262,0.150174122737146
2,"age_20_39","MT",43,1,0.0227272727272727,1,2,0.100377848189551,0.118547759039464,0.082207937339638
2,"age_20_39","PA",45,10,0.181818181818182,1,2,0.266339816840093,0.291064329630341,0.241615304049844
2,"age_20_39","PB",20,4,0.166666666666667,1,2,0.209141729581545,0.236241539077646,0.182041920085444
2,"age_20_39","PE",8,0,0,1,2,0.240569932935582,0.269293119046048,0.211846746825115
2,"age_20_39","PI",4,1,0.2,1,2,0.238885868851304,0.281999191069525,0.195772546633084
2,"age_20_39","PR",108,7,0.0608695652173913,1,2,0.15573929593012,0.169422201872621,0.142056389987618
2,"age_20_39","RJ",48,16,0.25,1,2,0.26494741602544,0.282619654971506,0.247275177079374
2,"age_20_39","RN",15,4,0.210526315789474,1,2,0.26531371350306,0.303799897285603,0.226827529720517
2,"age_20_39","RO",20,8,0.285714285714286,1,2,0.39902369385954,0.444742047879348,0.353305339839732
2,"age_20_39","RS",72,9,0.111111111111111,1,2,0.201941630580309,0.217346259142513,0.186537002018105
2,"age_20_39","SC",58,5,0.0793650793650794,1,2,0.147205972264783,0.163066393494462,0.131345551035103
2,"age_20_39","SE",9,4,0.307692307692308,1,2,0.285615557344177,0.334977632579062,0.236253482109292
2,"age_20_39","SP",467,71,0.131970260223048,1,2,0.13865075569177,0.145839582154553,0.131461929228987
2,"age_20_39","TO",3,1,0.25,1,2,0.326983625528187,0.395715626153211,0.258251624903164
2,"age_40_59","AC",23,4,0.148148148148148,1,2,0.300967081440281,0.354504882564878,0.247429280315683
2,"age_40_59","AL",31,11,0.261904761904762,1,2,0.219248705071845,0.246423123911188,0.192074286232501
2,"age_40_59","AM",394,310,0.440340909090909,1,2,0.417915293257452,0.433403199344884,0.402427387170021
2,"age_40_59","AP",16,0,0,1,2,0.290865435587641,0.350331270539694,0.231399600635587
2,"age_40_59","BA",113,43,0.275641025641026,1,2,0.273462564486105,0.288932193065652,0.257992935906559
2,"age_40_59","CE",73,32,0.304761904761905,1,2,0.374917648094021,0.39390821652715,0.355927079660891
2,"age_40_59","DF",66,8,0.108108108108108,1,2,0.223764805429038,0.243716656964448,0.203812953893628
2,"age_40_59","ES",13,3,0.1875,1,2,0.478095196624551,0.525528634564389,0.430661758684713
2,"age_40_59","GO",175,42,0.193548387096774,1,2,0.297227303216435,0.312294406604331,0.28216019982854
2,"age_40_59","MA",15,13,0.464285714285714,1,2,0.365032218673738,0.401923112235154,0.328141325112322
2,"age_40_59","MG",497,118,0.191869918699187,1,2,0.266789417538803,0.276382529986151,0.257196305091456
2,"age_40_59","MS",66,16,0.195121951219512,1,2,0.318458179947934,0.343741957296772,0.293174402599097
2,"age_40_59","MT",65,19,0.226190476190476,1,2,0.184107181163749,0.204781612052021,0.163432750275477
2,"age_40_59","PA",110,38,0.256756756756757,1,2,0.418396121503876,0.440130610034027,0.396661632973725
2,"age_40_59","PB",47,14,0.229508196721311,1,2,0.327887165299843,0.353192045324739,0.302582285274946
2,"age_40_59","PE",35,11,0.239130434782609,1,2,0.373458480439656,0.401425090037606,0.345491870841706
2,"age_40_59","PI",20,4,0.166666666666667,1,2,0.328138102890321,0.36677926134815,0.289496944432492
2,"age_40_59","PR",302,49,0.13960113960114,1,2,0.256540506809143,0.267858351879374,0.245222661738912
2,"age_40_59","RJ",216,94,0.303225806451613,1,2,0.369079443907681,0.382775555211184,0.355383332604179
2,"age_40_59","RN",28,17,0.377777777777778,1,2,0.373992519908535,0.406948893378592,0.341036146438477
2,"age_40_59","RO",56,30,0.348837209302326,1,2,0.510407636995709,0.544229846274482,0.476585427716936
2,"age_40_59","RS",217,56,0.205128205128205,1,2,0.305443035309054,0.317332195435372,0.293553875182735
2,"age_40_59","SC",156,24,0.133333333333333,1,2,0.253980662509001,0.26788371275933,0.240077612258673
2,"age_40_59","SE",13,8,0.380952380952381,1,2,0.421610992826333,0.466786156909621,0.376435828743045
2,"age_40_59","SP",1473,329,0.182574916759156,1,2,0.224798898186046,0.230513454168253,0.21908434220384
2,"age_40_59","TO",17,6,0.260869565217391,1,2,0.427028257442851,0.482247298448109,0.371809216437593
2,"age_60","AC",21,13,0.382352941176471,1,2,0.533417942177897,0.591758959098305,0.475076925257489
2,"age_60","AL",54,38,0.41304347826087,1,2,0.403579082086915,0.437605421937159,0.369552742236671
2,"age_60","AM",276,620,0.691964285714286,1,2,0.683496157272489,0.696590802766134,0.670401511778844
2,"age_60","AP",7,10,0.588235294117647,1,2,0.511062099617794,0.578882515407496,0.443241683828092
2,"age_60","BA",175,175,0.5,1,2,0.482249156583834,0.498927249145768,0.4655710640219
2,"age_60","CE",98,116,0.542056074766355,1,2,0.615103448665777,0.632664364400419,0.597542532931136
2,"age_60","DF",69,43,0.383928571428571,1,2,0.482063847860121,0.508323103221784,0.455804592498457
2,"age_60","ES",17,52,0.753623188405797,1,2,0.719921120460901,0.755969031416616,0.683873209505185
2,"age_60","GO",191,151,0.441520467836257,1,2,0.532060455821459,0.548307842149121,0.515813069493798
2,"age_60","MA",29,44,0.602739726027397,1,2,0.581733539171684,0.617264116066526,0.546202962276843
2,"age_60","MG",817,704,0.462853385930309,1,2,0.509618306231646,0.519030647849375,0.500205964613917
2,"age_60","MS",75,79,0.512987012987013,1,2,0.600839374438343,0.626121018450168,0.575557730426519
2,"age_60","MT",82,45,0.354330708661417,1,2,0.369092286888075,0.397756429634053,0.340428144142098
2,"age_60","PA",117,184,0.611295681063123,1,2,0.682926372425416,0.700593107204576,0.665259637646257
2,"age_60","PB",65,76,0.539007092198582,1,2,0.550362092543033,0.575962005773377,0.52476217931269
2,"age_60","PE",61,86,0.585034013605442,1,2,0.649864351118984,0.675838137631515,0.623890564606453
2,"age_60","PI",28,29,0.508771929824561,1,2,0.553656817360792,0.592518394638537,0.514795240083048
2,"age_60","PR",394,310,0.440340909090909,1,2,0.500186995978878,0.512626796431043,0.487747195526713
2,"age_60","RJ",403,491,0.549217002237136,1,2,0.617700413898962,0.62963760349537,0.605763224302555
2,"age_60","RN",34,45,0.569620253164557,1,2,0.595693714202454,0.626573184861742,0.564814243543165
2,"age_60","RO",47,64,0.576576576576577,1,2,0.723273454966055,0.749958825927722,0.696588084004389
2,"age_60","RS",322,270,0.456081081081081,1,2,0.561480338043055,0.572969694416022,0.549990981670088
2,"age_60","SC",194,121,0.384126984126984,1,2,0.52802264486656,0.543555765710865,0.512489524022255
2,"age_60","SE",27,28,0.509090909090909,1,2,0.642353019830597,0.681441500946005,0.60326453871519
2,"age_60","SP",1906,1297,0.404932875429285,1,2,0.476778508899131,0.483045448000573,0.470511569797689
2,"age_60","TO",16,24,0.6,1,2,0.685122956290787,0.729411362493312,0.640834550088261
3,"age_0_19","AC",0,1,1,1,3,0.352200753670595,0.557791720646582,0.146609786694609
3,"age_0_19","AL",2,0,0,1,3,0.141367498258574,0.190725487518503,0.0920095089986455
3,"age_0_19","AM",24,4,0.142857142857143,1,3,0.13541595491859,0.164904988975053,0.105926920862128
3,"age_0_19","AP",7,0,0,1,3,0.0310766354410634,0.0517691680256322,0.0103841028564947
3,"age_0_19","BA",6,1,0.142857142857143,1,3,0.112259279682969,0.139959218941929,0.0845593404240095
3,"age_0_19","CE",17,3,0.15,1,3,0.194600906641253,0.234982493057871,0.154219320224634
3,"age_0_19","ES",2,0,0,1,3,0.244526917252395,0.343755239965978,0.145298594538811
3,"age_0_19","GO",4,0,0,1,3,0.119112198102355,0.162049243870726,0.0761751523339839
3,"age_0_19","MG",14,1,0.0666666666666667,1,3,0.0932864776629396,0.11942857571146,0.067144379614419
3,"age_0_19","MS",3,0,0,1,3,0.0691973199587638,0.128780733838716,0.00961390607881204
3,"age_0_19","MT",6,0,0,1,3,0.0900919418528539,0.127004791748838,0.0531790919568701
3,"age_0_19","PA",20,2,0.0909090909090909,1,3,0.186885706096733,0.22555370455861,0.148217707634855
3,"age_0_19","PB",6,0,0,1,3,0.0985057455451185,0.137539777995124,0.059471713095113
3,"age_0_19","PE",2,1,0.333333333333333,1,3,0.157253568804152,0.195342216599317,0.119164921008986
3,"age_0_19","PI",3,0,0,1,3,0.164051072486094,0.2333409436583,0.0947612013138884
3,"age_0_19","PR",15,1,0.0625,1,3,0.0974344201567876,0.127144277674963,0.0677245626386126
3,"age_0_19","RJ",16,0,0,1,3,0.121381007647015,0.14725374431116,0.0955082709828697
3,"age_0_19","RN",2,0,0,1,3,0.129604815313273,0.190943781122955,0.0682658495035918
3,"age_0_19","RO",2,1,0.333333333333333,1,3,0.309970293972279,0.419416266808934,0.200524321135623
3,"age_0_19","RS",6,1,0.142857142857143,1,3,0.11598069656301,0.153184536419025,0.078776856706995
3,"age_0_19","SC",5,0,0,1,3,0.11285375839223,0.154106196179876,0.0716013206045837
3,"age_0_19","SE",0,1,1,1,3,0.164722557637679,0.216186479797522,0.113258635477836
3,"age_0_19","SP",76,6,0.0731707317073171,1,3,0.0622960336858354,0.0738839005321965,0.0507081668394743
3,"age_0_19","TO",1,0,0,1,3,0.11702675860804,0.192330948874476,0.0417225683416038
3,"age_20_39","AC",14,1,0.0666666666666667,1,3,0.160388544722346,0.210850201366256,0.109926888078436
3,"age_20_39","AL",15,2,0.117647058823529,1,3,0.177866298797033,0.208495982502226,0.14723661509184
3,"age_20_39","AM",144,44,0.234042553191489,1,3,0.227388423799344,0.245385751085185,0.209391096513503
3,"age_20_39","AP",6,0,0,1,3,0.160259274642225,0.209173396651623,0.111345152632827
3,"age_20_39","BA",53,6,0.101694915254237,1,3,0.19917630135445,0.217251703806846,0.181100898902054
3,"age_20_39","CE",46,9,0.163636363636364,1,3,0.262093678094397,0.282943858821413,0.241243497367381
3,"age_20_39","DF",18,0,0,1,3,0.138636918670293,0.158504167802874,0.118769669537712
3,"age_20_39","ES",3,1,0.25,1,3,0.358610701756691,0.413071144286511,0.304150259226871
3,"age_20_39","GO",74,11,0.129411764705882,1,3,0.209509413054165,0.227260723544967,0.191758102563362
3,"age_20_39","MA",14,2,0.125,1,3,0.227836687897966,0.263199054652386,0.192474321143546
3,"age_20_39","MG",160,23,0.12568306010929,1,3,0.168469988583309,0.18041593388378,0.156524043282838
3,"age_20_39","MS",26,3,0.103448275862069,1,3,0.172713949301647,0.199854514486604,0.145573384116691
3,"age_20_39","MT",29,3,0.09375,1,3,0.103460796525436,0.121532885903814,0.0853887071470574
3,"age_20_39","PA",53,10,0.158730158730159,1,3,0.257921966308774,0.281129967025548,0.234713965592
3,"age_20_39","PB",20,3,0.130434782608696,1,3,0.20813089354993,0.234181840414951,0.18207994668491
3,"age_20_39","PE",5,4,0.444444444444444,1,3,0.231137124109586,0.25770863182715,0.204565616392023
3,"age_20_39","PI",7,3,0.3,1,3,0.22816507629465,0.268475364112793,0.187854788476506
3,"age_20_39","PR",102,9,0.0810810810810811,1,3,0.152455825150474,0.165496428345892,0.139415221955056
3,"age_20_39","RJ",61,18,0.227848101265823,1,3,0.260660729062416,0.277334645003449,0.243986813121384
3,"age_20_39","RN",15,1,0.0625,1,3,0.259168216003267,0.295868406733282,0.222468025273251
3,"age_20_39","RO",22,7,0.241379310344828,1,3,0.38537188469564,0.428995552962748,0.341748216428532
3,"age_20_39","RS",68,2,0.0285714285714286,1,3,0.19514117878292,0.209619038511893,0.180663319053947
3,"age_20_39","SC",54,12,0.181818181818182,1,3,0.143077047568156,0.15815264157669,0.128001453559622
3,"age_20_39","SE",12,2,0.142857142857143,1,3,0.292457008410846,0.340552898878364,0.244361117943329
3,"age_20_39","SP",462,42,0.0833333333333333,1,3,0.135540703457402,0.142147321183238,0.128934085731567
3,"age_20_39","TO",5,2,0.285714285714286,1,3,0.320085567261327,0.385773366344233,0.254397768178421
3,"age_40_59","AC",25,6,0.193548387096774,1,3,0.306325204087944,0.357295649618304,0.255354758557585
3,"age_40_59","AL",29,10,0.256410256410256,1,3,0.231405471960348,0.257882984304224,0.204927959616471
3,"age_40_59","AM",297,187,0.386363636363636,1,3,0.407871639380742,0.422433440830154,0.393309837931329
3,"age_40_59","AP",12,1,0.0769230769230769,1,3,0.302358282024518,0.359433628201662,0.245282935847375
3,"age_40_59","BA",116,45,0.279503105590062,1,3,0.278200470272439,0.292925512792342,0.263475427752537
3,"age_40_59","CE",86,38,0.306451612903226,1,3,0.371288042985266,0.388925053515835,0.353651032454696
3,"age_40_59","DF",53,7,0.116666666666667,1,3,0.222948414847439,0.241583932424491,0.204312897270387
3,"age_40_59","ES",13,8,0.380952380952381,1,3,0.479044435818987,0.523497729241083,0.43459114239689
3,"age_40_59","GO",191,40,0.173160173160173,1,3,0.302069324014499,0.316236343236511,0.287902304792487
3,"age_40_59","MA",19,6,0.24,1,3,0.368332630743884,0.402810397611227,0.333854863876542
3,"age_40_59","MG",455,111,0.196113074204947,1,3,0.264310537873065,0.273296283446724,0.255324792299407
3,"age_40_59","MS",72,24,0.25,1,3,0.313960957070919,0.337594524545749,0.29032738959609
3,"age_40_59","MT",63,14,0.181818181818182,1,3,0.192400324001648,0.212484760014253,0.172315887989044
3,"age_40_59","PA",119,45,0.274390243902439,1,3,0.412826553852598,0.433035009547409,0.392618098157787
3,"age_40_59","PB",51,17,0.25,1,3,0.331083992926122,0.354951741789849,0.307216244062394
3,"age_40_59","PE",32,21,0.39622641509434,1,3,0.366059389221814,0.391855869848648,0.34026290859498
3,"age_40_59","PI",20,7,0.259259259259259,1,3,0.319530659935141,0.355437959860899,0.283623360009383
3,"age_40_59","PR",278,65,0.189504373177843,1,3,0.255664606064099,0.266283872863899,0.2450453392643
3,"age_40_59","RJ",169,88,0.342412451361868,1,3,0.368722315106928,0.38150508968191,0.355939540531946
3,"age_40_59","RN",29,12,0.292682926829268,1,3,0.371380374530714,0.40227515898076,0.340485590080667
3,"age_40_59","RO",48,32,0.4,1,3,0.501238818133777,0.533007074266543,0.469470562001012
3,"age_40_59","RS",229,63,0.215753424657534,1,3,0.300764750897787,0.311762765985213,0.289766735810361
